cement,slag,fly_ash,water,superplasticizer,coarse_agg,fine_agg,age_days,compressive_strength_mpa,cost_usd_per_m3,embodied_co2_kg_per_m3
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,28.0,27.77209328,82.1149,190.4817
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,56.0,35.570066839999996,82.1149,190.4817
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,100.0,45.3675208,82.1149,190.4817
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,3.0,7.31534036,87.6653,195.6946
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,14.0,21.50475644,87.6653,195.6946
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,28.0,31.2677366,87.6653,195.6946
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,56.0,43.49904084,87.6653,195.6946
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,100.0,48.67011084,87.6653,195.6946
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,3.0,7.39807748,91.1012,188.6122
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,14.0,23.5111316,91.1012,188.6122
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,28.0,31.11605188,91.1012,188.6122
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,56.0,39.14844728,91.1012,188.6122
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,100.0,48.15300384,91.1012,188.6122
290.35,0.0,96.18,168.08,9.41,961.18,865.0,3.0,22.50449664,99.2653,292.7269
290.35,0.0,96.18,168.08,9.41,961.18,865.0,14.0,34.67374804,99.2653,292.7269
290.35,0.0,96.18,168.08,9.41,961.18,865.0,28.0,34.73580088,99.2653,292.7269
290.35,0.0,96.18,168.08,9.41,961.18,865.0,56.0,45.08483564,99.2653,292.7269
290.35,0.0,96.18,168.08,9.41,961.18,865.0,100.0,48.97348028,99.2653,292.7269
277.05,0.0,97.39,160.6,11.83,973.9,875.61,3.0,23.13881456,102.3929,285.2743
277.05,0.0,97.39,160.6,11.83,973.9,875.61,14.0,41.885667,102.3929,285.2743
277.05,0.0,97.39,160.6,11.83,973.9,875.61,28.0,48.28400428,102.3929,285.2743
277.05,0.0,97.39,160.6,11.83,973.9,875.61,56.0,51.03501352,102.3929,285.2743
277.05,0.0,97.39,160.6,11.83,973.9,875.61,100.0,55.6407132,102.3929,285.2743
295.71,0.0,95.64,171.54,8.87,955.14,859.2,3.0,22.94576128,98.8365,296.5359
295.71,0.0,95.64,171.54,8.87,955.14,859.2,14.0,35.2322236,98.8365,296.5359
295.71,0.0,95.64,171.54,8.87,955.14,859.2,28.0,39.94134468,98.8365,296.5359
295.71,0.0,95.64,171.54,8.87,955.14,859.2,56.0,48.71837416,98.8365,296.5359
295.71,0.0,95.64,171.54,8.87,955.14,859.2,100.0,52.04164848,98.8365,296.5359
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,3.0,21.02212324,100.3905,263.5385
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,14.0,33.35684888,100.3905,263.5385
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,28.0,33.94290348,100.3905,263.5385
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,56.0,44.14025352,100.3905,263.5385
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,100.0,45.3675208,100.3905,263.5385
249.1,0.0,98.75,158.11,12.8,987.76,889.01,3.0,15.36152528,100.3528,261.7579
249.1,0.0,98.75,158.11,12.8,987.76,889.01,14.0,28.6822016,100.3528,261.7579
249.1,0.0,98.75,158.11,12.8,987.76,889.01,28.0,30.84715624,100.3528,261.7579
249.1,0.0,98.75,158.11,12.8,987.76,889.01,56.0,42.030456959999995,100.3528,261.7579
249.1,0.0,98.75,158.11,12.8,987.76,889.01,100.0,51.0556978,100.3528,261.7579
252.31,0.0,98.75,146.25,14.17,987.76,889.01,3.0,21.78054684,103.5826,267.2569
252.31,0.0,98.75,146.25,14.17,987.76,889.01,14.0,42.29245784,103.5826,267.2569
252.31,0.0,98.75,146.25,14.17,987.76,889.01,28.0,50.60064364,103.5826,267.2569
252.31,0.0,98.75,146.25,14.17,987.76,889.01,56.0,55.82687172,103.5826,267.2569
252.31,0.0,98.75,146.25,14.17,987.76,889.01,100.0,60.9496784,103.5826,267.2569
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,3.0,23.52492112,100.1648,258.436
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,14.0,42.21661548,100.1648,258.436
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,28.0,52.5035974,100.1648,258.436
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,56.0,60.32225524,100.1648,258.436
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,100.0,66.42411784,100.1648,258.436
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,3.0,23.80071152,99.4429,279.9455
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,14.0,38.76923548,99.4429,279.9455
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,28.0,51.331488199999995,99.4429,279.9455
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,56.0,56.847296199999995,99.4429,279.9455
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,100.0,58.60546,99.4429,279.9455
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,3.0,21.91154728,101.1842,299.0691
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,14.0,36.9903874,101.1842,299.0691
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,28.0,47.401475,101.1842,299.0691
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,56.0,51.95891136,101.1842,299.0691
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,100.0,56.7438748,101.1842,299.0691
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,3.0,17.57474324,92.7925,224.9204
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,14.0,33.72916592,92.7925,224.9204
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,28.0,40.14818748,92.7925,224.9204
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,56.0,46.6430514,92.7925,224.9204
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,100.0,50.07664188,92.7925,224.9204
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,3.0,17.36790044,95.6956,227.5068
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,14.0,33.70158688,95.6956,227.5068
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,28.0,45.939785879999995,95.6956,227.5068
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,56.0,51.4349096,95.6956,227.5068
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,100.0,59.30183076,95.6956,227.5068
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,3.0,30.44726016,111.4255,291.7159
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,14.0,47.7117392,111.4255,291.7159
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,28.0,63.14221208,111.4255,291.7159
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,56.0,66.82401392,111.4255,291.7159
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,100.0,66.9481196,111.4255,291.7159
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,3.0,27.42046052,102.6998,236.6266
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,14.0,35.9561734,102.6998,236.6266
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,28.0,55.50971276,102.6998,236.6266
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,56.0,61.99078716,102.6998,236.6266
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,100.0,63.528318639999995,102.6998,236.6266
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,3.0,18.01600788,96.1421,228.805
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,14.0,38.60376124,96.1421,228.805
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,28.0,52.20022796,96.1421,228.805
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,56.0,53.95839176,96.1421,228.805
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,100.0,56.63355864,96.1421,228.805
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,3.0,15.340841,94.126,231.6024
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,14.0,26.04840328,94.126,231.6024
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,28.0,30.219733079999997,94.126,231.6024
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,56.0,37.2661778,94.126,231.6024
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,100.0,46.2293658,94.126,231.6024
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,3.0,16.27852836,88.7473,352.0921
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,14.0,25.62092816,88.7473,352.0921
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,28.0,31.97100212,88.7473,352.0921
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,56.0,36.3009114,88.7473,352.0921
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,100.0,43.0577762,88.7473,352.0921
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28.0,67.568648,117.0417,472.9417
475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28.0,57.226507999999995,111.1589,446.2715
315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28.0,81.75116932,111.8005,319.4684
505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28.0,64.0178466,110.972,469.6761
451.0,0.0,0.0,165.0,11.25,1030.0,745.0,28.0,78.80021203999999,123.3705,441.6743
516.0,0.0,0.0,162.0,8.2,801.0,802.0,28.0,41.36856,124.4493,494.3191
520.0,0.0,0.0,170.0,5.2,855.0,855.0,28.0,60.280886679999995,120.787,492.881
528.0,0.0,0.0,185.0,6.86,920.0,720.0,28.0,56.83350668,124.678,502.9524
520.0,0.0,0.0,175.0,5.2,870.0,805.0,28.0,51.021224,120.3645,492.7057
385.0,0.0,136.0,158.0,20.0,903.0,768.0,28.0,55.55108132,135.1937,398.4748
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28.0,44.13335876,114.6165,470.7742
450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28.0,39.37597436,113.6165,429.3242
397.0,17.2,158.0,167.0,20.8,967.0,633.0,28.0,55.647607959999995,141.4832,412.1737
333.0,17.5,163.0,167.0,17.9,996.0,652.0,28.0,47.27736932,126.5068,348.6663
334.0,17.6,158.0,189.0,15.3,967.0,633.0,28.0,44.32641204,120.5032,344.4185
405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28.0,52.30364936,94.4105,378.7887
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28.0,49.249270679999995,89.5915,208.3854
516.0,0.0,0.0,162.0,8.26,801.0,802.0,28.0,41.36856,124.5693,494.4319
145.0,116.0,119.0,184.0,5.7,833.0,880.0,28.0,29.15794004,83.9675,162.4189
160.0,128.0,122.0,182.0,6.4,824.0,879.0,28.0,39.39665864,89.4221,178.3823
234.0,156.0,0.0,189.0,5.85,981.0,760.0,28.0,39.300132,99.0895,246.3962
250.0,180.0,95.0,159.0,9.45,860.0,800.0,28.0,67.86512268,115.338,270.0727
475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28.0,58.52272288,122.7958,459.9207
285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28.0,53.57917996,115.29,298.8888
356.0,119.0,0.0,160.0,9.03,1061.0,657.0,28.0,58.99846132,119.6998,360.4483
275.0,180.0,120.0,162.0,10.35,830.0,765.0,28.0,76.23536132,121.3825,294.4312
500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28.0,69.83702404,125.484,481.684
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,3.0,14.39625888,64.0294,161.5103
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,3.0,19.41564416,95.4844,186.4907
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,3.0,20.72564856,88.095,189.9057
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,3.0,14.94094492,95.3119,188.1798
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,3.0,21.29101888,76.2124,177.1567
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,3.0,23.07676172,85.3576,185.3102
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,3.0,15.52010476,90.1062,183.9909
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,3.0,15.81657944,96.6848,194.9404
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,3.0,12.5484632,86.7938,202.9084
250.0,0.0,95.69,191.84,5.33,948.9,857.2,3.0,8.48744956,84.349,248.1579
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,3.0,15.60973664,95.5028,227.4449
194.68,0.0,100.52,170.17,7.48,998.0,901.8,3.0,12.17614616,81.4752,202.262
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,3.0,11.98309288,86.7664,250.3456
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,14.0,16.87837248,64.0294,161.5103
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,14.0,33.08795324,95.4844,186.4907
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,14.0,34.23937816,88.095,189.9057
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,14.0,31.81242264,95.3119,188.1798
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,14.0,29.7508894,76.2124,177.1567
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,14.0,33.00521612,85.3576,185.3102
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,14.0,32.90179472,90.1062,183.9909
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,14.0,29.55094136,96.6848,194.9404
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,14.0,19.41564416,86.7938,202.9084
250.0,0.0,95.69,191.84,5.33,948.9,857.2,14.0,24.65566176,84.349,248.1579
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,14.0,29.59230992,95.5028,227.4449
194.68,0.0,100.52,170.17,7.48,998.0,901.8,14.0,24.28334472,81.4752,202.262
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,14.0,20.72564856,86.7664,250.3456
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,28.0,26.200088,64.0294,161.5103
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,28.0,46.38794528,95.4844,186.4907
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,28.0,39.1622368,88.095,189.9057
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,28.0,41.20308576,95.3119,188.1798
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,28.0,33.68779736,76.2124,177.1567
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,28.0,38.20386516,85.3576,185.3102
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,28.0,41.40992856,90.1062,183.9909
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,28.0,37.81086384,96.6848,194.9404
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,28.0,24.84871504,86.7938,202.9084
250.0,0.0,95.69,191.84,5.33,948.9,857.2,28.0,27.22051248,84.349,248.1579
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,28.0,44.63667624,95.5028,227.4449
194.68,0.0,100.52,170.17,7.48,998.0,901.8,28.0,37.2661778,81.4752,202.262
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,28.0,33.27411176,86.7664,250.3456
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,56.0,36.56291228,64.0294,161.5103
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,56.0,53.72396992,95.4844,186.4907
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,56.0,48.587373719999995,88.095,189.9057
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,56.0,51.72448952,95.3119,188.1798
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,56.0,35.852751999999995,76.2124,177.1567
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,56.0,53.77223324,85.3576,185.3102
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,56.0,53.46196904,90.1062,183.9909
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,56.0,48.9872698,96.6848,194.9404
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,56.0,31.715896,86.7938,202.9084
250.0,0.0,95.69,191.84,5.33,948.9,857.2,56.0,39.64487,84.349,248.1579
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,56.0,51.25564584,95.5028,227.4449
194.68,0.0,100.52,170.17,7.48,998.0,901.8,56.0,43.38872468,81.4752,202.262
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,56.0,39.2656582,86.7664,250.3456
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,100.0,37.9556538,64.0294,161.5103
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,100.0,55.0201848,95.4844,186.4907
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,100.0,49.99390476,88.095,189.9057
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,100.0,53.65502232,95.3119,188.1798
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,100.0,37.6798634,76.2124,177.1567
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,100.0,56.06129356,85.3576,185.3102
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,100.0,56.8128224,90.1062,183.9909
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,100.0,50.93848688,96.6848,194.9404
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,100.0,33.56369168,86.7938,202.9084
250.0,0.0,95.69,191.84,5.33,948.9,857.2,100.0,41.1617172,84.349,248.1579
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,100.0,52.95865156,95.5028,227.4449
194.68,0.0,100.52,170.17,7.48,998.0,901.8,100.0,44.27814872,81.4752,202.262
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,100.0,40.14818748,86.7664,250.3456
446.0,24.0,79.0,162.0,11.61,967.0,712.0,28.0,57.02655996,129.0333,439.9181
446.0,24.0,79.0,162.0,11.64,967.0,712.0,28.0,44.42293868,129.0933,439.9745
446.0,24.0,79.0,162.0,11.64,967.0,712.0,28.0,51.021224,129.0933,439.9745
446.0,24.0,79.0,162.0,10.3,967.0,712.0,28.0,53.38612668,126.4133,437.4553
446.0,24.0,79.0,162.0,11.61,967.0,712.0,3.0,35.36322404,129.0333,439.9181
446.0,24.0,79.0,162.0,11.64,967.0,712.0,3.0,25.02108404,129.0933,439.9745
446.0,24.0,79.0,162.0,11.64,967.0,712.0,3.0,23.34565736,129.0933,439.9745
446.0,24.0,79.0,162.0,11.61,967.0,712.0,7.0,52.00717468,129.0333,439.9181
446.0,24.0,79.0,162.0,11.64,967.0,712.0,7.0,38.01770664,129.0933,439.9745
446.0,24.0,79.0,162.0,11.64,967.0,712.0,7.0,39.300132,129.0933,439.9745
446.0,24.0,79.0,162.0,11.61,967.0,712.0,56.0,61.06688932,129.0333,439.9181
446.0,24.0,79.0,162.0,11.64,967.0,712.0,56.0,56.14403068,129.0933,439.9745
446.0,24.0,79.0,162.0,11.64,967.0,712.0,56.0,55.25460664,129.0933,439.9745
446.0,24.0,79.0,162.0,10.3,967.0,712.0,56.0,54.765078679999995,126.4133,437.4553
387.0,20.0,94.0,157.0,14.32,938.0,845.0,28.0,50.23522136,126.5345,391.5187
387.0,20.0,94.0,157.0,13.93,938.0,845.0,28.0,46.68441996,125.7545,390.7855
387.0,20.0,94.0,157.0,11.61,938.0,845.0,28.0,46.68441996,121.1145,386.4239
387.0,20.0,94.0,157.0,14.32,938.0,845.0,3.0,22.752708,126.5345,391.5187
387.0,20.0,94.0,157.0,13.93,938.0,845.0,3.0,25.510612,125.7545,390.7855
387.0,20.0,94.0,157.0,11.61,938.0,845.0,3.0,34.77027468,121.1145,386.4239
387.0,20.0,94.0,157.0,14.32,938.0,845.0,7.0,36.83870268,126.5345,391.5187
387.0,20.0,94.0,157.0,13.93,938.0,845.0,7.0,45.89841732,125.7545,390.7855
387.0,20.0,94.0,157.0,11.61,938.0,845.0,7.0,41.66503468,121.1145,386.4239
387.0,20.0,94.0,157.0,14.32,938.0,845.0,56.0,56.33708396,126.5345,391.5187
387.0,20.0,94.0,157.0,13.93,938.0,845.0,56.0,47.96684532,125.7545,390.7855
387.0,20.0,94.0,157.0,11.61,938.0,845.0,56.0,61.45989064,121.1145,386.4239
355.0,19.0,97.0,145.0,13.13,967.0,871.0,28.0,44.02993736,119.8894,360.3178
355.0,19.0,97.0,145.0,12.25,967.0,871.0,28.0,55.45455468,118.1294,358.6634
491.0,26.0,123.0,210.0,3.93,882.0,699.0,28.0,55.55108132,121.7811,466.5459
491.0,26.0,123.0,201.0,3.93,822.0,699.0,28.0,57.915983999999995,120.7131,466.2308
491.0,26.0,123.0,210.0,3.93,882.0,699.0,3.0,25.60910856945864,121.7811,466.5459
491.0,26.0,123.0,210.0,3.93,882.0,699.0,7.0,33.488834284729315,121.7811,466.5459
491.0,26.0,123.0,210.0,3.93,882.0,699.0,56.0,59.59042571527067,121.7811,466.5459
491.0,26.0,123.0,201.0,3.93,822.0,699.0,3.0,29.54897143054136,120.7131,466.2308
491.0,26.0,123.0,201.0,3.93,822.0,699.0,7.0,37.92118,120.7131,466.2308
491.0,26.0,123.0,201.0,3.93,822.0,699.0,56.0,61.85584685418796,120.7131,466.2308
424.0,22.0,132.0,178.0,8.48,822.0,750.0,28.0,62.05284,119.646,413.673
424.0,22.0,132.0,178.0,8.48,882.0,750.0,3.0,32.01138571527068,120.696,413.985
424.0,22.0,132.0,168.0,8.92,822.0,750.0,28.0,72.09850532,120.506,414.4968
424.0,22.0,132.0,178.0,8.48,822.0,750.0,7.0,39.004642284729314,119.646,413.673
424.0,22.0,132.0,178.0,8.48,822.0,750.0,56.0,65.69721314581203,119.646,413.673
424.0,22.0,132.0,168.0,8.92,822.0,750.0,3.0,32.109882284729316,120.506,414.4968
424.0,22.0,132.0,168.0,8.92,822.0,750.0,7.0,40.28509771527068,120.506,414.4968
424.0,22.0,132.0,168.0,8.92,822.0,750.0,56.0,74.3649114581204,120.506,414.4968
202.0,11.0,141.0,206.0,1.72,942.0,801.0,28.0,21.96670536,72.3809,198.553
202.0,11.0,141.0,206.0,1.72,942.0,801.0,3.0,9.84965714581204,72.3809,198.553
202.0,11.0,141.0,206.0,1.72,942.0,801.0,7.0,15.069975430541358,72.3809,198.553
202.0,11.0,141.0,206.0,1.72,942.0,801.0,56.0,23.24519085418796,72.3809,198.553
284.0,15.0,141.0,179.0,5.46,842.0,801.0,28.0,43.733462679999995,91.7369,280.1709
284.0,15.0,141.0,179.0,5.46,842.0,801.0,3.0,13.39553371527068,91.7369,280.1709
284.0,15.0,141.0,179.0,5.46,842.0,801.0,7.0,24.13166,91.7369,280.1709
284.0,15.0,141.0,179.0,5.46,842.0,801.0,56.0,44.520450284729314,91.7369,280.1709
359.0,19.0,141.0,154.0,10.91,942.0,801.0,28.0,62.93536928,116.8969,359.6603
359.0,19.0,141.0,154.0,10.91,942.0,801.0,28.0,59.494884039999995,116.8969,359.6603
359.0,19.0,141.0,154.0,10.91,942.0,801.0,3.0,25.11662571527068,116.8969,359.6603
359.0,19.0,141.0,154.0,10.91,942.0,801.0,3.0,23.63917714581204,116.8969,359.6603
359.0,19.0,141.0,154.0,10.91,942.0,801.0,7.0,35.75425543054136,116.8969,359.6603
359.0,19.0,141.0,154.0,10.91,942.0,801.0,7.0,38.610656,116.8969,359.6603
359.0,19.0,141.0,154.0,10.91,942.0,801.0,56.0,68.75060685418796,116.8969,359.6603
359.0,19.0,141.0,154.0,10.91,942.0,801.0,56.0,66.78067543054136,116.8969,359.6603
436.0,0.0,0.0,218.0,0.0,838.4,719.7,28.0,23.84897484,94.8718,405.7371
289.0,0.0,0.0,192.0,0.0,913.2,895.3,90.0,32.068218236,75.0497,272.9487
289.0,0.0,0.0,192.0,0.0,913.2,895.3,3.0,11.654902304,75.0497,272.9487
393.0,0.0,0.0,192.0,0.0,940.6,785.6,3.0,19.199148696,90.6443,367.3797
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90.0,48.846616696,90.6443,367.3797
393.0,0.0,0.0,192.0,0.0,940.6,785.6,28.0,39.604880392,90.6443,367.3797
480.0,0.0,0.0,192.0,0.0,936.2,712.2,28.0,43.942373908,103.4671,446.3265
480.0,0.0,0.0,192.0,0.0,936.2,712.2,7.0,34.569637164,103.4671,446.3265
480.0,0.0,0.0,192.0,0.0,936.2,712.2,90.0,54.315540328,103.4671,446.3265
480.0,0.0,0.0,192.0,0.0,936.2,712.2,3.0,24.404692496,103.4671,446.3265
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3.0,15.615941924,81.6721,312.9015
255.0,0.0,0.0,192.0,0.0,889.8,945.0,90.0,21.859147104,69.891,242.0725
255.0,0.0,0.0,192.0,0.0,889.8,945.0,7.0,10.222171176,69.891,242.0725
289.0,0.0,0.0,192.0,0.0,913.2,895.3,7.0,14.596896395999998,75.0497,272.9487
255.0,0.0,0.0,192.0,0.0,889.8,945.0,28.0,18.746162964,69.891,242.0725
333.0,0.0,0.0,192.0,0.0,931.2,842.6,28.0,31.966865263999996,81.6721,312.9015
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7.0,23.404952296,81.6721,312.9015
289.0,0.0,0.0,192.0,0.0,913.2,895.3,28.0,25.573354316,75.0497,272.9487
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90.0,41.680203152,81.6721,312.9015
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7.0,27.742445811999996,90.6443,367.3797
255.0,0.0,0.0,192.0,0.0,889.8,945.0,3.0,8.204074924,69.891,242.0725
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7.0,9.617500724,87.5447,173.8161
239.6,359.4,0.0,185.7,0.0,941.6,664.3,7.0,25.422359072,114.7352,256.6935
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7.0,15.691094808,89.1327,239.6387
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28.0,27.935499091999997,95.3132,197.5065
193.5,290.2,0.0,185.7,0.0,998.2,704.3,28.0,32.626693796000005,99.2177,209.4051
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7.0,17.236210524,93.1267,256.247
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7.0,19.765208492,97.1312,272.8626
239.6,359.4,0.0,185.7,0.0,941.6,664.3,28.0,39.435269296,114.7352,256.6935
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28.0,25.74503384,85.1157,222.933
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28.0,33.082437432,92.3087,371.2839
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7.0,24.065470304,90.1842,358.1229
210.7,316.1,0.0,185.7,0.0,977.0,689.3,7.0,21.819846971999997,105.0162,227.0544
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28.0,21.066249704,87.5447,173.8161
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7.0,14.843728804,77.4922,279.4322
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28.0,32.051670812,93.1267,256.247
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7.0,11.957582268,81.3172,206.3877
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7.0,25.447869684,92.3087,371.2839
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28.0,22.489328168,91.6277,357.6445
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28.0,25.216895224,77.4922,279.4322
228.0,342.1,0.0,185.7,0.0,955.8,674.3,28.0,39.699338604,110.8447,244.8033
