roll_year,municipality_name,school_district_name,swis_code,tax_class,property_class,property_class_description,print_key_code,parcel_address_number,parcel_address_street,parcel_address_suff,front,depth,bank,grid_coordinates_east,grid_coordinates_north,full_market_value,assessment_land,assessment_total,county_taxable_value,town_taxable_value,school_taxable,n_exemptions,exemption_school_total,town_equalization_rate_2025,town_residential_cod,town_residential_prd
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-102,158,Conklin,Rd,0.0,0.0,,586149,894759,740100,21800,80000,80000,80000,80000,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-112,129,Woodland,Rd,194.0,259.0,C000000,583421,900897,667000,18600,72100,72100,72100,72100,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-120,128,Pine Tree,Rd,0.0,0.0,,0,0,729900,19100,78900,78900,78900,78900,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-121.1,23,Spruce,Ct,0.0,0.0,C000000,582109,901043,937100,22200,101300,101300,101300,101300,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-123,115,Woodland,Rd,0.0,0.0,C000000,583738,901008,835300,20000,90300,90300,90300,90300,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-125,16,Carriage Hill,Ct,0.0,0.0,C000000,583691,900578,795600,20800,86000,86000,86000,86000,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-127,17,Carriage Hill,Rd,0.0,0.0,,584096,900706,862400,20800,93227,93227,93227,93227,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-129,89,Woodland,Rd,0.0,0.0,C000000,584448,900979,856600,22000,92600,92600,92600,92600,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-130,87,Woodland,Rd,0.0,0.0,,584346,900799,692900,20500,74900,74900,74900,74900,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-133,90,Woodland,Rd,0.0,0.0,C000000,584220,901264,724300,20000,78300,34987,66172,73102,2,5198.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-135,10,Windmill,Ct,0.0,0.0,,584130,901443,653100,20400,70600,70600,70600,70600,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-136,16,Windmill,Ct,0.0,0.0,C000000,584055,901628,681800,20100,73700,73700,73700,73700,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-14,31,Edgewood,Dr,137.0,210.0,,586576,901303,452400,14500,48900,48900,48900,48900,1,4480.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-140,110,Woodland,Rd,107.0,333.0,C000000,583782,901378,747500,18800,80800,79414,79414,80800,1,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-143,126,Woodland,Rd,0.0,0.0,,583280,901269,897300,20100,97000,97000,97000,97000,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-151,10,Ryan,Ct,132.0,303.0,,582617,901889,835300,13400,90300,90300,90300,90300,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,215,One Family Year-Round Residence with Accessory Apartment,24-1-157,303,Harriman Heights,Rd,0.0,0.0,,584970,900388,851100,21800,92000,92000,92000,92000,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-158,307,Harriman Heights,Rd,0.0,0.0,C000000,584134,900249,678100,20000,73300,73300,73300,73300,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-16,24,Edgewood,Dr,92.0,243.0,,586790,901498,225700,13000,24400,24400,24400,24400,1,4480.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-19,15,Edgewood,Dr,100.5,171.4,,586856,901164,475500,13000,51400,38550,47357,49667,2,6213.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-23.1,401,Harriman Heights,Rd,93.0,164.0,,587070,900974,516200,13400,55800,55800,55800,55800,1,4480.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-28,391,Harriman Heights,Rd,100.0,218.0,,586880,900872,330300,13700,35700,35700,35700,35700,1,4480.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-40.12,429,Orchard Hill,Rd,0.0,0.0,C000000,586181,897436,647500,15700,70000,70000,70000,70000,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-56.2,19,Spinnaker,Ct,0.0,0.0,,582425,901425,804800,21700,87000,87000,87000,87000,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-59,24,Spruce,Ct,0.0,0.0,C000000,582361,900636,730800,21100,79000,79000,79000,79000,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-60.2,120,Pine Tree,Rd,108.0,417.5,,581991,900574,663300,13700,71700,28387,59572,66502,2,5198.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-65,29,Post,Rd,0.0,0.0,C000000,583504,899345,696600,21400,75300,75300,75300,75300,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-68.12,22,Post,Rd,0.0,0.0,,583809,899293,620700,15900,67100,67100,67100,67100,1,4480.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,215,One Family Year-Round Residence with Accessory Apartment,24-1-68.14,257,Harriman Heights,Rd,0.0,0.0,,583989,899358,859400,21200,92900,92900,92900,92900,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-68.15,263,Harriman Heights,Rd,160.0,289.0,C000000,584113,899543,670700,19700,72500,72500,72500,72500,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-68.21,272,Harriman Heights,Rd,0.0,0.0,C000000,584638,899474,727100,24200,78600,78600,78600,78600,1,4480.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-68.22,5,Country,Ct,0.0,0.0,C000000,584469,899294,894500,29400,96700,96700,96700,96700,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-68.25,13,Country,Ct,88.0,281.0,C000000,584335,898794,578200,20800,62500,62500,62500,62500,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-79,9,Reinheimer,Rd,0.0,0.0,,586407,896269,573500,20400,62000,62000,62000,62000,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-83.31,44,Reinheimer,Rd,0.0,0.0,,587340,895735,604100,19100,65300,65300,65300,65300,1,4480.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-85.1,4,Reinheimer,Rd,0.0,0.0,,586380,895983,685500,17000,74100,74100,74100,74100,1,12870.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-85.31,350,Orchard Hill,Rd,0.0,0.0,C000000,585890,895822,760400,15500,82200,82200,82200,82200,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-87.1,138,Conklin,Rd,0.0,0.0,,586042,895011,323800,24000,35000,35000,35000,35000,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-87.2,152,Conklin,Rd,0.0,0.0,,586062,894842,530100,16800,57300,48705,54874,56260,2,5520.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-1-9.1,337,Harriman Heights,Rd,0.0,0.0,0031675,586040,900184,716900,15200,77500,77500,77500,77500,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-2-13,89,Talbot,Rd,0.0,0.0,C000000,584847,898899,991700,21800,107200,107200,107200,107200,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-2-14,95,Talbot,Rd,0.0,0.0,C000000,584005,898452,1248800,25300,135000,135000,135000,135000,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-2-19,40,Talbot,Rd,0.0,0.0,C000000,584463,898252,838100,23400,90600,90600,90600,90600,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-2-23,106,Talbot,Rd,0.0,0.0,,584231,898231,747500,22000,80800,80800,80800,80800,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-2-27,20,Custer,Ct,0.0,0.0,,584721,899239,850100,26200,91900,91900,91900,91900,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-2-31,198,Harriman Heights,Rd,0.0,0.0,,584128,899912,642900,22000,69500,69500,69500,69500,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-2-35,8,Balmoral,Ct,0.0,0.0,C000000,586597,898838,830700,21300,89800,89800,89800,89800,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-2-36,12,Balmoral,Ct,0.0,0.0,,586813,898653,830700,21300,89800,89800,89800,89800,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-2-38,36,Balmoral,Ct,0.0,0.0,C000000,587381,898048,1224800,28100,132400,132400,132400,132400,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-2-39,35,Balmoral,Ct,0.0,0.0,L,587598,898277,1692900,25300,183000,183000,183000,183000,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-2-4,12,Lewis,Ct,0.0,0.0,N140687,585693,897597,784500,21700,84800,84800,84800,84800,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-2-41,19,Balmoral,Ct,0.0,0.0,C000000,587978,898904,649400,21000,70200,70200,70200,70200,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-2-42,9,Balmoral,Ct,0.0,0.0,,587764,899050,829800,21100,89700,89700,89700,89700,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,24-2-50,505,Orchard Hill,Rd,0.0,0.0,,586166,899342,996300,28600,107700,107700,107700,107700,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,240-1-1.-10,75,Lois,Ln,0.0,0.0,,0,0,332100,4000,35900,30515,33474,34860,2,5520.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,240-1-1.-16,63,Lois,Ln,0.0,0.0,C000000,0,0,332100,4000,35900,35900,35900,35900,1,4480.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,240-1-1.-2,91,Lois,Ln,0.0,0.0,,0,0,332100,4000,35900,35900,35900,35900,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,240-1-1.-25,23,Nancy,Ct,0.0,0.0,,0,0,263600,4000,28500,28500,28500,28500,1,12870.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,240-1-1.-28,17,Nancy,Ct,0.0,0.0,C000000,0,0,332100,4000,35900,35900,35900,35900,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,240-1-1.-3,89,Lois,Ln,0.0,0.0,C000000,0,0,332100,4000,35900,35900,35900,35900,1,4480.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,240-1-1.-40,31,Lois,Ln,0.0,0.0,,0,0,332100,4000,35900,35900,35900,35900,1,4480.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,240-1-1.-42,27,Lois,Ln,0.0,0.0,,0,0,263600,4000,28500,28500,28500,28500,1,12870.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,240-1-1.-45,32,Lois,Ln,0.0,0.0,C000000,0,0,332100,4000,35900,35900,35900,35900,1,12870.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,240-1-1.-46,34,Lois,Ln,0.0,0.0,C000000,0,0,332100,4000,35900,35900,35900,35900,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,240-1-1.-47,36,Lois,Ln,0.0,0.0,C000000,0,0,332100,4000,35900,35900,35900,35900,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,240-1-1.-49,40,Lois,Ln,0.0,0.0,C000000,0,0,332100,4000,35900,35900,35900,35900,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,240-1-1.-5,85,Lois,Ln,0.0,0.0,,0,0,332100,4000,35900,35900,35900,35900,1,4480.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,240-1-1.-51,44,Lois,Ln,0.0,0.0,,0,0,332100,4000,35900,35900,35900,35900,1,4480.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,240-1-1.-53,48,Lois,Ln,0.0,0.0,C000000,0,0,332100,4000,35900,35900,35900,35900,1,4480.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,240-1-1.-54,50,Lois,Ln,0.0,0.0,,0,0,332100,4000,35900,35900,35900,35900,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,240-1-1.-63,68,Lois,Ln,0.0,0.0,,0,0,332100,4000,35900,35900,35900,35900,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,240-1-1.-68,78,Lois,Ln,0.0,0.0,C000000,0,0,332100,4000,35900,35900,35900,35900,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,240-1-1.-69,80,Lois,Ln,0.0,0.0,,0,0,332100,4000,35900,35900,35900,35900,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,240-1-1.-70,82,Lois,Ln,0.0,0.0,,0,0,332100,4000,35900,35900,35900,35900,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,240-1-1.-71,84,Lois,Ln,0.0,0.0,,0,0,332100,4000,35900,35900,35900,35900,1,4480.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,240-1-1.-72,86,Lois,Ln,0.0,0.0,C000000,0,0,263600,4000,28500,28500,28500,28500,1,4480.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,240-1-1.-75,92,Lois,Ln,0.0,0.0,,0,0,332100,4000,35900,35900,35900,35900,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-1-1.-10,12,Peter Turner,Rd,0.0,0.0,C000000,581547,907280,351500,2000,38000,38000,38000,38000,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-1-1.-11,14,Peter Turner,Rd,0.0,0.0,,581582,907417,351500,2000,38000,19000,19000,19000,2,31870.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-1-1.-13,18,Peter Turner,Rd,0.0,0.0,C000000,581582,907419,354300,2000,38300,38300,38300,38300,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-1-1.-15,22,Peter Turner,Rd,0.0,0.0,C000000,581462,907525,351500,2000,38000,38000,38000,38000,1,4480.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-1-1.-2,4,Silas Seaman,St,0.0,0.0,C000000,581335,907324,354300,2000,38300,38300,38300,38300,1,4480.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-1-1.-20,32,Peter Turner,Rd,0.0,0.0,C000000,581462,907530,351500,2000,38000,38000,38000,38000,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-1-1.-21,34,Peter Turner,Rd,0.0,0.0,C000000,581314,907609,351500,2000,38000,38000,38000,38000,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-1-1.-22,36,Peter Turner,Rd,0.0,0.0,,581314,907610,354300,2000,38300,38300,38300,38300,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-1-1.-24,40,Peter Turner,Rd,0.0,0.0,C000000,581314,907612,354300,2000,38300,38300,38300,38300,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-1-1.-4,8,Silas Seaman,St,0.0,0.0,C000000,581335,907326,351500,2000,38000,11400,25872,32802,3,9678.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-2-2.-12,32,Silas Seaman,St,0.0,0.0,C000000,580993,907401,351500,2000,38000,38000,38000,38000,1,12870.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-2-2.-20,16,Pavek,Cir,0.0,0.0,C000000,580824,907110,354300,2000,38300,38300,38300,38300,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-2-2.-21,14,Pavek,Cir,0.0,0.0,C000000,580824,907111,354300,2000,38300,38300,38300,38300,1,4480.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-2-2.-23,10,Pavek,Cir,0.0,0.0,C000000,580824,907113,351500,2000,38000,38000,38000,38000,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-3-3.-10,36,Seeley Bull,St,0.0,0.0,C000000,580522,907347,351500,2000,38000,38000,38000,38000,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-3-3.-11,34,Seeley Bull,St,0.0,0.0,,580413,907434,351500,2000,38000,38000,38000,38000,1,4480.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-3-3.-15,26,Seeley Bull,St,0.0,0.0,C000000,580413,907438,351500,2000,38000,38000,38000,38000,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-3-3.-19,18,Seeley Bull,St,0.0,0.0,,580426,907584,354300,2000,38300,38300,38300,38300,1,4480.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-3-3.-23,19,Seeley Bull,St,0.0,0.0,C000000,580612,907473,354300,2000,38300,38300,38300,38300,1,4480.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-3-3.-24,17,Seeley Bull,St,0.0,0.0,C000000,580612,907474,354300,2000,38300,38300,38300,38300,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-3-3.-27,11,Seeley Bull,St,0.0,0.0,,580529,907519,354300,2000,38300,38300,38300,38300,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-3-3.-4,48,Seeley Bull,St,0.0,0.0,C000000,580659,907342,354300,2000,38300,38300,38300,38300,1,4480.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-3-3.-6,44,Seeley Bull,St,0.0,0.0,C000000,580659,907344,351500,2000,38000,38000,38000,38000,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-3-3.-9,38,Seeley Bull,St,0.0,0.0,C000000,580522,907346,354300,2000,38300,38300,38300,38300,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-4-4.-15,10,David Lester,Dr,0.0,0.0,,580859,907586,351500,2000,38000,38000,38000,38000,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-4-4.-17,14,David Lester,Dr,0.0,0.0,C000000,580859,907584,354300,2000,38300,13405,26172,33102,3,9678.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-4-4.-18,16,David Lester,Dr,0.0,0.0,C000000,580859,907583,351500,2000,38000,38000,38000,38000,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-4-4.-19,12,Seeley Bull,St,0.0,0.0,C000000,580569,907707,351500,2000,38000,38000,38000,38000,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-4-4.-21,8,Seeley Bull,St,0.0,0.0,,580569,907705,354300,2000,38300,38300,38300,38300,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-4-4.-23,4,Seeley Bull,St,0.0,0.0,,580569,907703,354300,2000,38300,38300,38300,38300,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-4-4.-26,5,Seeley Bull,St,0.0,0.0,C000000,580620,907598,354300,2000,38300,38300,38300,38300,1,4480.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-4-4.-9,17,Hidden Creek,Blvd,0.0,0.0,C000000,581043,906967,354300,2000,38300,38300,38300,38300,1,4480.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-5-5.-11,21,Hidden Creek,Blvd,0.0,0.0,,581237,907097,351500,1900,38000,38000,38000,38000,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-5-5.-12,23,Hidden Creek,Blvd,0.0,0.0,C000000,581237,907098,354300,1900,38300,38300,38300,38300,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-5-5.-14,27,Hidden Creek,Blvd,0.0,0.0,C000000,581237,907100,354300,1900,38300,38300,38300,38300,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-5-5.-18,4,Hidden Creek,Blvd,0.0,0.0,C000000,581100,907123,354300,2000,38300,38300,38300,38300,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-5-5.-19,6,Hidden Creek,Blvd,0.0,0.0,,581100,907124,354300,2000,38300,38300,38300,38300,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-5-5.-20,8,Hidden Creek,Blvd,0.0,0.0,C000000,581100,907125,354300,2000,38300,38300,38300,38300,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-5-5.-21,10,Hidden Creek,Blvd,0.0,0.0,C000000,581100,907126,354300,2000,38300,28725,34257,36567,2,6213.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-5-5.-4,20,Hidden Creek,Blvd,0.0,0.0,C000000,581408,907134,351500,1900,38000,38000,38000,38000,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-5-5.-7,26,Hidden Creek,Blvd,0.0,0.0,C000000,581317,907007,354300,1900,38300,38300,38300,38300,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334001,,210,One Family Year-Round Residence,241-5-5.-8,28,Hidden Creek,Blvd,0.0,0.0,C000000,581317,907008,354300,1900,38300,38300,38300,38300,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,25-1-11.1,361,Orchard,Dr,100.0,207.0,,582915,904046,513400,14800,55500,55500,55500,55500,1,4480.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,25-1-2,10,Hoffman,Dr,100.0,226.0,C000000,582544,904056,430200,14900,46500,46500,46500,46500,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,25-1-3,8,Hoffman,Dr,115.0,183.0,,582600,903963,536500,14400,58000,58000,58000,58000,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,25-1-6,6,Hoffman,Dr,247.0,105.0,,582732,903867,456100,18900,49300,49300,49300,49300,1,12870.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,25-1-7,353,Orchard,Dr,83.0,183.0,C000000,582918,903847,462500,14500,50000,50000,50000,50000,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,25-1-9.2,357,Orchard,Dr,100.0,261.0,C000000,582857,903952,570800,15500,61700,61700,61700,61700,0,0.0,10.81,9.91,1.0
2025,Monroe,Monroe-Woodbury,334089,,210,One Family Year-Round Residence,25-3-14.1,23,Dry Hill Lake,Rd,159.0,195.0,,583577,903849,545800,17800,59000,59000,59000,59000,1,4480.0,10.81,9.91,1.0
