"name","source","path","rows","cols","bytes"
"ex1026","Sleuth3","package_data/sleuth3/ex1026.csv",17,3,289
"ex1027","Sleuth3","package_data/sleuth3/ex1027.csv",62,5,1854
"ex1028","Sleuth3","package_data/sleuth3/ex1028.csv",48,7,1292
"ex1029","Sleuth3","package_data/sleuth3/ex1029.csv",25437,6,1333096
"ex1030","Sleuth3","package_data/sleuth3/ex1030.csv",4952,7,317905
"ex1031","Sleuth3","package_data/sleuth3/ex1031.csv",443,6,26699
"ex1033","Sleuth3","package_data/sleuth3/ex1033.csv",2584,7,75045
"ex1111","Sleuth3","package_data/sleuth3/ex1111.csv",17,2,131
"ex1120","Sleuth3","package_data/sleuth3/ex1120.csv",18,2,186
"ex1122","Sleuth3","package_data/sleuth3/ex1122.csv",11,4,323
"ex1123","Sleuth3","package_data/sleuth3/ex1123.csv",60,7,2452
"ex1124","Sleuth3","package_data/sleuth3/ex1124.csv",64,4,2245
"ex1125","Sleuth3","package_data/sleuth3/ex1125.csv",22,5,917
"ex1217","Sleuth3","package_data/sleuth3/ex1217.csv",60,17,4953
"ex1220","Sleuth3","package_data/sleuth3/ex1220.csv",30,8,1302
"ex1221","Sleuth3","package_data/sleuth3/ex1221.csv",122,12,7123
"ex1222","Sleuth3","package_data/sleuth3/ex1222.csv",67,13,4722
"ex1223","Sleuth3","package_data/sleuth3/ex1223.csv",2584,32,249826
"ex1225","Sleuth3","package_data/sleuth3/ex1225.csv",9835,9,842325
"ex1317","Sleuth3","package_data/sleuth3/ex1317.csv",28,3,534
"ex1319","Sleuth3","package_data/sleuth3/ex1319.csv",38,3,658
"ex1320","Sleuth3","package_data/sleuth3/ex1320.csv",861,3,12980
"ex1321","Sleuth3","package_data/sleuth3/ex1321.csv",320,5,7688
"ex1416","Sleuth3","package_data/sleuth3/ex1416.csv",36,6,1145
"ex1417","Sleuth3","package_data/sleuth3/ex1417.csv",36,6,1138
"ex1419","Sleuth3","package_data/sleuth3/ex1419.csv",12,12,615
"ex1420","Sleuth3","package_data/sleuth3/ex1420.csv",272,6,9694
"ex1507","Sleuth3","package_data/sleuth3/ex1507.csv",161,2,1894
"ex1509","Sleuth3","package_data/sleuth3/ex1509.csv",311,2,2506
"ex1514","Sleuth3","package_data/sleuth3/ex1514.csv",37,3,477
"ex1515","Sleuth3","package_data/sleuth3/ex1515.csv",114,3,1423
"ex1516","Sleuth3","package_data/sleuth3/ex1516.csv",26,3,330
"ex1517","Sleuth3","package_data/sleuth3/ex1517.csv",129,2,1486
"ex1518","Sleuth3","package_data/sleuth3/ex1518.csv",59,3,983
"ex1519","Sleuth3","package_data/sleuth3/ex1519.csv",732,4,12458
"ex1605","Sleuth3","package_data/sleuth3/ex1605.csv",62,6,1375
"ex1611","Sleuth3","package_data/sleuth3/ex1611.csv",21,4,534
"ex1612","Sleuth3","package_data/sleuth3/ex1612.csv",11,4,164
"ex1613","Sleuth3","package_data/sleuth3/ex1613.csv",36,4,674
"ex1614","Sleuth3","package_data/sleuth3/ex1614.csv",12,4,261
"ex1615","Sleuth3","package_data/sleuth3/ex1615.csv",51,6,2064
"ex1620","Sleuth3","package_data/sleuth3/ex1620.csv",20245,3,592420
"ex1708","Sleuth3","package_data/sleuth3/ex1708.csv",12,14,1058
"ex1715","Sleuth3","package_data/sleuth3/ex1715.csv",18,6,810
"ex1716","Sleuth3","package_data/sleuth3/ex1716.csv",47,8,1571
"ex1914","Sleuth3","package_data/sleuth3/ex1914.csv",34,4,568
"ex1916","Sleuth3","package_data/sleuth3/ex1916.csv",4,4,118
"ex1917","Sleuth3","package_data/sleuth3/ex1917.csv",6,4,163
"ex1918","Sleuth3","package_data/sleuth3/ex1918.csv",12,4,199
"ex1919","Sleuth3","package_data/sleuth3/ex1919.csv",8,4,157
"ex1921","Sleuth3","package_data/sleuth3/ex1921.csv",3,3,77
"ex1922","Sleuth3","package_data/sleuth3/ex1922.csv",6,4,170
"ex1923","Sleuth3","package_data/sleuth3/ex1923.csv",29,3,663
"ex2011","Sleuth3","package_data/sleuth3/ex2011.csv",24,2,223
"ex2012","Sleuth3","package_data/sleuth3/ex2012.csv",120,3,1975
"ex2015","Sleuth3","package_data/sleuth3/ex2015.csv",60,8,2426
"ex2016","Sleuth3","package_data/sleuth3/ex2016.csv",87,11,4821
"ex2017","Sleuth3","package_data/sleuth3/ex2017.csv",12,5,387
"ex2018","Sleuth3","package_data/sleuth3/ex2018.csv",2321,4,50501
"ex2019","Sleuth3","package_data/sleuth3/ex2019.csv",17,3,408
"ex2113","Sleuth3","package_data/sleuth3/ex2113.csv",4,4,119
"ex2115","Sleuth3","package_data/sleuth3/ex2115.csv",8,7,386
"ex2116","Sleuth3","package_data/sleuth3/ex2116.csv",20,3,239
"ex2117","Sleuth3","package_data/sleuth3/ex2117.csv",5,4,179
"ex2118","Sleuth3","package_data/sleuth3/ex2118.csv",4,5,144
"ex2119","Sleuth3","package_data/sleuth3/ex2119.csv",20,4,363
"ex2120","Sleuth3","package_data/sleuth3/ex2120.csv",60,5,1101
"ex2216","Sleuth3","package_data/sleuth3/ex2216.csv",17,2,103
"ex2220","Sleuth3","package_data/sleuth3/ex2220.csv",42,4,784
"ex2222","Sleuth3","package_data/sleuth3/ex2222.csv",24,3,569
"ex2223","Sleuth3","package_data/sleuth3/ex2223.csv",24,2,139
"ex2224","Sleuth3","package_data/sleuth3/ex2224.csv",90,7,1332
"ex2225","Sleuth3","package_data/sleuth3/ex2225.csv",38,2,246
"ex2226","Sleuth3","package_data/sleuth3/ex2226.csv",13,5,392
"ex2414","Sleuth3","package_data/sleuth3/ex2414.csv",71,4,2614
"AccordPrice","Stat2Data","package_data/stat2data/AccordPrice.csv",30,3,362
"AHCAvote2017","Stat2Data","package_data/stat2data/AHCAvote2017.csv",430,11,27985
"Airlines","Stat2Data","package_data/stat2data/Airlines.csv",10333,5,267924
"Alfalfa","Stat2Data","package_data/stat2data/Alfalfa.csv",15,3,279
"AlitoConfirmation","Stat2Data","package_data/stat2data/AlitoConfirmation.csv",100,6,4206
"Amyloid","Stat2Data","package_data/stat2data/Amyloid.csv",57,2,570
"AppleStock","Stat2Data","package_data/stat2data/AppleStock.csv",66,4,2065
"ArcheryData","Stat2Data","package_data/stat2data/ArcheryData.csv",18,7,550
"AthleteGrad","Stat2Data","package_data/stat2data/AthleteGrad.csv",214555,3,4923320
"AudioVisual","Stat2Data","package_data/stat2data/AudioVisual.csv",72,4,2591
"AutoPollution","Stat2Data","package_data/stat2data/AutoPollution.csv",36,4,389
"Backpack","Stat2Data","package_data/stat2data/Backpack.csv",100,9,4235
"BaseballTimes","Stat2Data","package_data/stat2data/BaseballTimes.csv",15,7,540
"BaseballTimes2017","Stat2Data","package_data/stat2data/BaseballTimes2017.csv",14,7,510
"BeeStings","Stat2Data","package_data/stat2data/BeeStings.csv",18,3,322
"BirdCalcium","Stat2Data","package_data/stat2data/BirdCalcium.csv",20,5,597
"BirdNest","Stat2Data","package_data/stat2data/BirdNest.csv",84,12,7006
"Blood1","Stat2Data","package_data/stat2data/Blood1.csv",500,3,4017
"BlueJays","Stat2Data","package_data/stat2data/BlueJays.csv",123,9,6111
"BrainpH","Stat2Data","package_data/stat2data/BrainpH.csv",54,5,1851
"BreesPass","Stat2Data","package_data/stat2data/BreesPass.csv",16,5,339
"BritishUnions","Stat2Data","package_data/stat2data/BritishUnions.csv",17,7,556
"ButterfliesBc","Stat2Data","package_data/stat2data/ButterfliesBc.csv",32,4,726
"CAFE","Stat2Data","package_data/stat2data/CAFE.csv",100,7,4712
"CalciumBP","Stat2Data","package_data/stat2data/CalciumBP.csv",21,2,292
"CanadianDrugs","Stat2Data","package_data/stat2data/CanadianDrugs.csv",94,6,3729
"CancerSurvival","Stat2Data","package_data/stat2data/CancerSurvival.csv",64,2,870
"Caterpillars","Stat2Data","package_data/stat2data/Caterpillars.csv",267,18,44127
"CavsShooting","Stat2Data","package_data/stat2data/CavsShooting.csv",1940,3,33518
"Cereal","Stat2Data","package_data/stat2data/Cereal.csv",36,4,933
"ChemoTHC","Stat2Data","package_data/stat2data/ChemoTHC.csv",2,4,88
"ChildSpeaks","Stat2Data","package_data/stat2data/ChildSpeaks.csv",21,3,208
"ClintonSanders","Stat2Data","package_data/stat2data/ClintonSanders.csv",31,5,1364
"Clothing","Stat2Data","package_data/stat2data/Clothing.csv",60,8,1407
"CloudSeeding","Stat2Data","package_data/stat2data/CloudSeeding.csv",28,7,1083
"CloudSeeding2","Stat2Data","package_data/stat2data/CloudSeeding2.csv",108,8,4464
"CO2","Stat2Data","package_data/stat2data/CO2.csv",237,2,2580
"CO2Germany","Stat2Data","package_data/stat2data/CO2Germany.csv",237,2,2580
"CO2Hawaii","Stat2Data","package_data/stat2data/CO2Hawaii.csv",360,4,6438
"CO2SouthPole","Stat2Data","package_data/stat2data/CO2SouthPole.csv",348,4,6230
"Contraceptives","Stat2Data","package_data/stat2data/Contraceptives.csv",44,6,2035
"CountyHealth","Stat2Data","package_data/stat2data/CountyHealth.csv",53,4,2615
"CrabShip","Stat2Data","package_data/stat2data/CrabShip.csv",34,3,676
"CrackerFiber","Stat2Data","package_data/stat2data/CrackerFiber.csv",48,3,971
"CreditRisk","Stat2Data","package_data/stat2data/CreditRisk.csv",450,4,4203
"Cuckoo","Stat2Data","package_data/stat2data/Cuckoo.csv",120,2,2138
"Day1Survey","Stat2Data","package_data/stat2data/Day1Survey.csv",43,13,2326
"DiabeticDogs","Stat2Data","package_data/stat2data/DiabeticDogs.csv",20,4,490
"Diamonds","Stat2Data","package_data/stat2data/Diamonds.csv",351,6,11715
"Diamonds2","Stat2Data","package_data/stat2data/Diamonds2.csv",307,6,10271
"Dinosaurs","Stat2Data","package_data/stat2data/Dinosaurs.csv",28,4,609
"Election08","Stat2Data","package_data/stat2data/Election08.csv",51,7,1985
"Election16","Stat2Data","package_data/stat2data/Election16.csv",50,8,2174
"ElephantsFB","Stat2Data","package_data/stat2data/ElephantsFB.csv",138,3,1782
"ElephantsMF","Stat2Data","package_data/stat2data/ElephantsMF.csv",288,3,4357
"Ethanol","Stat2Data","package_data/stat2data/Ethanol.csv",16,3,293
"Eyes","Stat2Data","package_data/stat2data/Eyes.csv",106,4,2208
"Faces","Stat2Data","package_data/stat2data/Faces.csv",38,5,798
"FaithfulFaces","Stat2Data","package_data/stat2data/FaithfulFaces.csv",170,7,5568
"FantasyBaseball","Stat2Data","package_data/stat2data/FantasyBaseball.csv",24,9,718
"FatRats","Stat2Data","package_data/stat2data/FatRats.csv",60,3,981
"Fertility","Stat2Data","package_data/stat2data/Fertility.csv",333,10,11361
"FGByDistance","Stat2Data","package_data/stat2data/FGByDistance.csv",51,7,1790
"Film","Stat2Data","package_data/stat2data/Film.csv",100,9,4642
"FinalFourIzzo","Stat2Data","package_data/stat2data/FinalFourIzzo.csv",1664,4,19062
"FinalFourIzzo17","Stat2Data","package_data/stat2data/FinalFourIzzo17.csv",2112,4,24186
"FinalFourLong","Stat2Data","package_data/stat2data/FinalFourLong.csv",2048,3,19351
"FinalFourLong17","Stat2Data","package_data/stat2data/FinalFourLong17.csv",2496,3,23579
"FinalFourShort","Stat2Data","package_data/stat2data/FinalFourShort.csv",512,4,5881
"FinalFourShort17","Stat2Data","package_data/stat2data/FinalFourShort17.csv",624,4,7162
"Fingers","Stat2Data","package_data/stat2data/Fingers.csv",12,3,262
"FirstYearGPA","Stat2Data","package_data/stat2data/FirstYearGPA.csv",219,10,6791
"FishEggs","Stat2Data","package_data/stat2data/FishEggs.csv",35,4,591
"Fitch","Stat2Data","package_data/stat2data/Fitch.csv",28,5,1089
"FlightResponse","Stat2Data","package_data/stat2data/FlightResponse.csv",464,7,14709
"FloridaDP","Stat2Data","package_data/stat2data/FloridaDP.csv",326,4,5630
"Fluorescence","Stat2Data","package_data/stat2data/Fluorescence.csv",51,2,1258
"FranticFingers","Stat2Data","package_data/stat2data/FranticFingers.csv",12,4,196
"FruitFlies","Stat2Data","package_data/stat2data/FruitFlies.csv",125,7,3605
"FruitFlies2","Stat2Data","package_data/stat2data/FruitFlies2.csv",201,7,7066
"FunnelDrop","Stat2Data","package_data/stat2data/FunnelDrop.csv",120,3,1254
"GlowWorms","Stat2Data","package_data/stat2data/GlowWorms.csv",26,2,220
"Goldenrod","Stat2Data","package_data/stat2data/Goldenrod.csv",1055,9,35070
"GrinnellHouses","Stat2Data","package_data/stat2data/GrinnellHouses.csv",929,15,81746
"Grocery","Stat2Data","package_data/stat2data/Grocery.csv",36,5,1491
"Gunnels","Stat2Data","package_data/stat2data/Gunnels.csv",1592,10,39986
"Handwriting","Stat2Data","package_data/stat2data/Handwriting.csv",204,8,5440
"Hawks","Stat2Data","package_data/stat2data/Hawks.csv",908,19,71405
"HawkTail","Stat2Data","package_data/stat2data/HawkTail.csv",838,2,7559
"HawkTail2","Stat2Data","package_data/stat2data/HawkTail2.csv",577,2,3688
"HearingTest","Stat2Data","package_data/stat2data/HearingTest.csv",96,3,1044
"HeatingOil","Stat2Data","package_data/stat2data/HeatingOil.csv",408,4,7734
"HighPeaks","Stat2Data","package_data/stat2data/HighPeaks.csv",46,6,1640
"Hoops","Stat2Data","package_data/stat2data/Hoops.csv",147,22,10742
"HorsePrices","Stat2Data","package_data/stat2data/HorsePrices.csv",50,5,1071
"Houses","Stat2Data","package_data/stat2data/Houses.csv",20,3,371
"HousesNY","Stat2Data","package_data/stat2data/HousesNY.csv",53,5,1005
"ICU","Stat2Data","package_data/stat2data/ICU.csv",200,9,4919
"InfantMortality2010","Stat2Data","package_data/stat2data/InfantMortality2010.csv",10,2,110
"Inflation","Stat2Data","package_data/stat2data/Inflation.csv",96,5,2368
"InsuranceVote","Stat2Data","package_data/stat2data/InsuranceVote.csv",435,9,16186
"IQGuessing","Stat2Data","package_data/stat2data/IQGuessing.csv",40,3,464
"Jurors","Stat2Data","package_data/stat2data/Jurors.csv",52,4,784
"Kershaw","Stat2Data","package_data/stat2data/Kershaw.csv",3402,24,511259
"KeyWestWater","Stat2Data","package_data/stat2data/KeyWestWater.csv",6572,3,179321
"Kids198","Stat2Data","package_data/stat2data/Kids198.csv",198,5,3275
"Leafhoppers","Stat2Data","package_data/stat2data/Leafhoppers.csv",8,3,149
"LeafWidth","Stat2Data","package_data/stat2data/LeafWidth.csv",252,5,12670
"Leukemia","Stat2Data","package_data/stat2data/Leukemia.csv",51,9,1398
"LeveeFailures","Stat2Data","package_data/stat2data/LeveeFailures.csv",82,14,5411
"LewyBody2Groups","Stat2Data","package_data/stat2data/LewyBody2Groups.csv",39,3,757
"LewyDLBad","Stat2Data","package_data/stat2data/LewyDLBad.csv",20,3,433
"LongJumpOlympics","Stat2Data","package_data/stat2data/LongJumpOlympics.csv",26,2,273
"LongJumpOlympics2016","Stat2Data","package_data/stat2data/LongJumpOlympics2016.csv",28,2,293
"LosingSleep","Stat2Data","package_data/stat2data/LosingSleep.csv",446,3,3931
"LostLetter","Stat2Data","package_data/stat2data/LostLetter.csv",140,8,5572
"Marathon","Stat2Data","package_data/stat2data/Marathon.csv",1127,9,63558
"Markets","Stat2Data","package_data/stat2data/Markets.csv",56,5,1457
"MathEnrollment","Stat2Data","package_data/stat2data/MathEnrollment.csv",11,3,167
"MathPlacement","Stat2Data","package_data/stat2data/MathPlacement.csv",2696,16,123771
"MedGPA","Stat2Data","package_data/stat2data/MedGPA.csv",55,11,1993
"Meniscus","Stat2Data","package_data/stat2data/Meniscus.csv",18,4,333
"MentalHealth","Stat2Data","package_data/stat2data/MentalHealth.csv",36,3,697
"MetabolicRate","Stat2Data","package_data/stat2data/MetabolicRate.csv",305,7,16572
"MetroCommutes","Stat2Data","package_data/stat2data/MetroCommutes.csv",2000,3,33973
"MetroHealth83","Stat2Data","package_data/stat2data/MetroHealth83.csv",83,16,8353
"Migraines","Stat2Data","package_data/stat2data/Migraines.csv",2,4,64
"Milgram","Stat2Data","package_data/stat2data/Milgram.csv",37,2,462
"MLB2007Standings","Stat2Data","package_data/stat2data/MLB2007Standings.csv",30,21,3420
"MLBStandings2016","Stat2Data","package_data/stat2data/MLBStandings2016.csv",30,21,3439
"MothEggs","Stat2Data","package_data/stat2data/MothEggs.csv",39,2,397
"MouseBrain","Stat2Data","package_data/stat2data/MouseBrain.csv",48,3,727
"MusicTime","Stat2Data","package_data/stat2data/MusicTime.csv",60,6,2000
"NCbirths","Stat2Data","package_data/stat2data/NCbirths.csv",1450,15,73646
"NFL2007Standings","Stat2Data","package_data/stat2data/NFL2007Standings.csv",32,10,1902
"NFLStandings2016","Stat2Data","package_data/stat2data/NFLStandings2016.csv",32,11,1911
"Nursing","Stat2Data","package_data/stat2data/Nursing.csv",52,7,1595
"OilDeapsorbtion","Stat2Data","package_data/stat2data/OilDeapsorbtion.csv",40,4,437
"Olives","Stat2Data","package_data/stat2data/Olives.csv",18,7,500
"Orings","Stat2Data","package_data/stat2data/Orings.csv",24,2,306
"Overdrawn","Stat2Data","package_data/stat2data/Overdrawn.csv",450,4,4203
"Oysters","Stat2Data","package_data/stat2data/Oysters.csv",30,5,876
"PalmBeach","Stat2Data","package_data/stat2data/PalmBeach.csv",67,3,1316
"PeaceBridge2003","Stat2Data","package_data/stat2data/PeaceBridge2003.csv",156,4,2584
"PeaceBridge2012","Stat2Data","package_data/stat2data/PeaceBridge2012.csv",48,4,796
"Pedometer","Stat2Data","package_data/stat2data/Pedometer.csv",68,8,2852
"Perch","Stat2Data","package_data/stat2data/Perch.csv",56,4,953
"PigFeed","Stat2Data","package_data/stat2data/PigFeed.csv",12,3,193
"Pines","Stat2Data","package_data/stat2data/Pines.csv",1000,15,42499
"PKU","Stat2Data","package_data/stat2data/PKU.csv",20,4,492
"Political","Stat2Data","package_data/stat2data/Political.csv",59,9,1130
"Pollster08","Stat2Data","package_data/stat2data/Pollster08.csv",102,11,5749
"Popcorn","Stat2Data","package_data/stat2data/Popcorn.csv",12,3,199
"PorscheJaguar","Stat2Data","package_data/stat2data/PorscheJaguar.csv",60,5,1415
"PorschePrice","Stat2Data","package_data/stat2data/PorschePrice.csv",30,3,370
"Pulse","Stat2Data","package_data/stat2data/Pulse.csv",232,7,4528
"Putts1","Stat2Data","package_data/stat2data/Putts1.csv",587,2,2364
"Putts2","Stat2Data","package_data/stat2data/Putts2.csv",5,4,94
"Putts3","Stat2Data","package_data/stat2data/Putts3.csv",5,4,94
"RacialAnimus","Stat2Data","package_data/stat2data/RacialAnimus.csv",196,7,19507
"RadioactiveTwins","Stat2Data","package_data/stat2data/RadioactiveTwins.csv",30,3,476
"RailsTrails","Stat2Data","package_data/stat2data/RailsTrails.csv",104,30,22199
"Rectangles","Stat2Data","package_data/stat2data/Rectangles.csv",9,5,164
"ReligionGDP","Stat2Data","package_data/stat2data/ReligionGDP.csv",44,9,1520
"RepeatedPulse","Stat2Data","package_data/stat2data/RepeatedPulse.csv",104,3,1987
"ResidualOil","Stat2Data","package_data/stat2data/ResidualOil.csv",136,5,4111
"Retirement","Stat2Data","package_data/stat2data/Retirement.csv",16,2,213
"Ricci","Stat2Data","package_data/stat2data/Ricci.csv",118,5,3685
"RiverElements","Stat2Data","package_data/stat2data/RiverElements.csv",12,27,1679
"RiverIron","Stat2Data","package_data/stat2data/RiverIron.csv",12,4,443
"SampleFG","Stat2Data","package_data/stat2data/SampleFG.csv",30,13,2049
"SandwichAnts","Stat2Data","package_data/stat2data/SandwichAnts.csv",48,5,1689
"SATGPA","Stat2Data","package_data/stat2data/SATGPA.csv",24,3,323
"SeaIce","Stat2Data","package_data/stat2data/SeaIce.csv",37,4,682
"SeaSlugs","Stat2Data","package_data/stat2data/SeaSlugs.csv",36,2,307
"SleepingShrews","Stat2Data","package_data/stat2data/SleepingShrews.csv",18,4,337
"Sparrows","Stat2Data","package_data/stat2data/Sparrows.csv",116,3,2239
"SpeciesArea","Stat2Data","package_data/stat2data/SpeciesArea.csv",14,5,526
"Speed","Stat2Data","package_data/stat2data/Speed.csv",21,3,289
"SugarEthanol","Stat2Data","package_data/stat2data/SugarEthanol.csv",16,3,293
"SuicideChina","Stat2Data","package_data/stat2data/SuicideChina.csv",2571,11,188714
"Swahili","Stat2Data","package_data/stat2data/Swahili.csv",480,4,12043
"Tadpoles","Stat2Data","package_data/stat2data/Tadpoles.csv",27,4,752
"TechStocks","Stat2Data","package_data/stat2data/TechStocks.csv",504,5,17765
"TeenPregnancy","Stat2Data","package_data/stat2data/TeenPregnancy.csv",50,4,785
"TextPrices","Stat2Data","package_data/stat2data/TextPrices.csv",30,2,285
"ThomasConfirmation","Stat2Data","package_data/stat2data/ThomasConfirmation.csv",100,6,4257
"ThreeCars","Stat2Data","package_data/stat2data/ThreeCars.csv",90,8,2556
"ThreeCars2017","Stat2Data","package_data/stat2data/ThreeCars2017.csv",90,7,2414
"TipJoke","Stat2Data","package_data/stat2data/TipJoke.csv",211,5,3049
"Titanic","Stat2Data","package_data/stat2data/Titanic.csv",1313,6,61165
"TMS","Stat2Data","package_data/stat2data/TMS.csv",2,4,64
"TomlinsonRush","Stat2Data","package_data/stat2data/TomlinsonRush.csv",16,4,334
"TwinsLungs","Stat2Data","package_data/stat2data/TwinsLungs.csv",14,3,257
"Undoing","Stat2Data","package_data/stat2data/Undoing.csv",44,3,413
"USstamps","Stat2Data","package_data/stat2data/USstamps.csv",25,2,207
"VisualVerbal","Stat2Data","package_data/stat2data/VisualVerbal.csv",80,5,3571
"Volts","Stat2Data","package_data/stat2data/Volts.csv",50,2,601
"WalkingBabies","Stat2Data","package_data/stat2data/WalkingBabies.csv",24,2,527
"WalkTheDogs","Stat2Data","package_data/stat2data/WalkTheDogs.csv",223,7,7172
"WeightLossIncentive","Stat2Data","package_data/stat2data/WeightLossIncentive.csv",38,3,707
"WeightLossIncentive4","Stat2Data","package_data/stat2data/WeightLossIncentive4.csv",36,2,537
"WeightLossIncentive7","Stat2Data","package_data/stat2data/WeightLossIncentive7.csv",33,2,507
"Whickham2","Stat2Data","package_data/stat2data/Whickham2.csv",1314,5,33935
"WordMemory","Stat2Data","package_data/stat2data/WordMemory.csv",40,4,762
"WordsWithFriends","Stat2Data","package_data/stat2data/WordsWithFriends.csv",444,11,17860
"Wrinkle","Stat2Data","package_data/stat2data/Wrinkle.csv",80,7,3644
"YouthRisk","Stat2Data","package_data/stat2data/YouthRisk.csv",13387,6,182796
"YouthRisk2007","Stat2Data","package_data/stat2data/YouthRisk2007.csv",13387,6,182796
"YouthRisk2009","Stat2Data","package_data/stat2data/YouthRisk2009.csv",500,6,13519
"Zimmerman","Stat2Data","package_data/stat2data/Zimmerman.csv",220,5,6183
