country,year,pop,continent,lifeExp,gdpPercap,child_mortality_pct,owid_covered,v2x_polyarchy,v2x_libdem,v2x_regime,vdem_covered,bl_yr_sch,bl_match_year,barrolee_covered
Cameroon,2007,17696293.0,Africa,50.43,2042.09524,12.08,True,0.316,0.155,1.0,True,5.77,2005.0,True
Canada,1952,14785584.0,Americas,68.75,11367.16112,4.38,True,0.748,0.658,2.0,True,7.6,1950.0,True
Canada,1957,17010154.0,Americas,69.96,12489.95006,3.58,True,0.753,0.664,2.0,True,7.93,1955.0,True
Canada,1962,18985849.0,Americas,71.3,13462.48555,3.05,True,0.813,0.725,2.0,True,8.34,1960.0,True
Canada,1967,20819767.0,Americas,72.13,16076.58803,2.5,True,0.816,0.737,2.0,True,8.65,1965.0,True
Canada,1972,22284500.0,Americas,72.88,18970.57086,1.99,True,0.827,0.745,2.0,True,9.14,1970.0,True
Canada,1977,23796400.0,Americas,74.21,22090.88306,1.51,True,0.826,0.746,3.0,True,9.7,1975.0,True
Canada,1982,25201900.0,Americas,75.76,22898.79214,1.12,True,0.829,0.75,3.0,True,10.15,1980.0,True
Canada,1987,26549700.0,Americas,76.86,26626.51503,0.91,True,0.835,0.759,3.0,True,9.94,1985.0,True
Canada,1992,28523502.0,Americas,77.95,26342.88426,0.77,True,0.832,0.755,3.0,True,10.33,1990.0,True
Canada,1997,30305843.0,Americas,78.61,28954.92589,0.65,True,0.844,0.767,3.0,True,10.71,1995.0,True
Canada,2002,31902268.0,Americas,79.77,33328.96507,0.62,True,0.831,0.753,3.0,True,10.95,2000.0,True
Canada,2007,33390141.0,Americas,80.653,36319.23501,0.6,True,0.834,0.766,3.0,True,12.03,2005.0,True
Central African Republic,1952,1291695.0,Africa,35.463,1071.310713,,True,0.139,0.113,0.0,True,0.39,1950.0,True
Central African Republic,1957,1392284.0,Africa,37.464,1190.844328,,True,0.213,0.138,0.0,True,0.44,1955.0,True
Central African Republic,1962,1523478.0,Africa,39.475,1193.068753,27.41,True,0.254,0.116,1.0,True,0.5,1960.0,True
Central African Republic,1967,1733638.0,Africa,41.478,1136.056615,24.46,True,0.092,0.037,0.0,True,0.6,1965.0,True
Central African Republic,1972,1927260.0,Africa,43.457,1070.013275,21.83,True,0.091,0.034,0.0,True,0.82,1970.0,True
Central African Republic,1977,2167533.0,Africa,46.775,1109.374338,19.89,True,0.088,0.027,0.0,True,1.15,1975.0,True
Central African Republic,1982,2476971.0,Africa,48.295,956.7529907,18.53,True,0.107,0.065,0.0,True,1.66,1980.0,True
Central African Republic,1987,2840009.0,Africa,50.485,844.8763504,18.0,True,0.18,0.095,1.0,True,2.06,1985.0,True
Central African Republic,1992,3265124.0,Africa,49.396,747.9055252,17.74,True,0.289,0.15,1.0,True,2.67,1990.0,True
Central African Republic,1997,3696513.0,Africa,46.066,740.5063317,17.21,True,0.353,0.22,1.0,True,2.99,1995.0,True
Central African Republic,2002,4048013.0,Africa,43.308,738.6906068,15.9,True,0.341,0.216,1.0,True,3.29,2000.0,True
Central African Republic,2007,4369038.0,Africa,44.741,706.016537,13.93,True,0.34,0.191,1.0,True,3.55,2005.0,True
Chad,1952,2682462.0,Africa,38.092,1178.665927,27.61,True,0.146,0.064,0.0,True,,,False
Chad,1957,2894855.0,Africa,39.881,1308.495577,27.1,True,0.246,0.086,1.0,True,,,False
Chad,1962,3150417.0,Africa,41.716,1389.817618,26.53,True,0.208,0.104,1.0,True,,,False
Chad,1967,3495967.0,Africa,43.601,1196.810565,25.91,True,0.194,0.088,1.0,True,,,False
Chad,1972,3899068.0,Africa,45.569,1104.103987,25.2,True,0.188,0.086,0.0,True,,,False
Chad,1977,4388260.0,Africa,47.383,1133.98495,24.43,True,0.091,0.049,0.0,True,,,False
Chad,1982,4875118.0,Africa,49.517,797.9081006,23.42,True,0.08,0.03,0.0,True,,,False
Chad,1987,5498955.0,Africa,51.051,952.386129,22.04,True,0.08,0.034,0.0,True,,,False
Chad,1992,6429417.0,Africa,51.724,1058.0643,20.55,True,0.174,0.057,0.0,True,,,False
Chad,1997,7562011.0,Africa,51.573,1004.961353,19.19,True,0.282,0.097,1.0,True,,,False
Chad,2002,8835739.0,Africa,50.525,1156.18186,17.56,True,0.28,0.097,1.0,True,,,False
Chad,2007,10238807.0,Africa,50.651,1704.063724,15.81,True,0.277,0.096,1.0,True,,,False
Chile,1952,6377619.0,Americas,54.745,3939.978789,22.06,True,0.413,0.292,1.0,True,4.81,1950.0,True
Chile,1957,7048426.0,Americas,56.074,4315.622723,15.25,True,0.422,0.298,1.0,True,4.98,1955.0,True
Chile,1962,7961258.0,Americas,57.924,4519.094331,14.33,True,0.549,0.403,2.0,True,5.22,1960.0,True
Chile,1967,8858908.0,Americas,60.523,5106.654313,9.34,True,0.586,0.436,2.0,True,5.66,1965.0,True
Chile,1972,9717524.0,Americas,63.441,5494.024437,7.74,True,0.689,0.521,2.0,True,6.09,1970.0,True
Chile,1977,10599793.0,Americas,67.052,4756.763836,4.84,True,0.072,0.034,0.0,True,6.57,1975.0,True
Chile,1982,11487112.0,Americas,70.565,5095.665738,2.69,True,0.075,0.045,0.0,True,6.95,1980.0,True
Chile,1987,12463354.0,Americas,72.492,5547.063754,2.19,True,0.08,0.054,0.0,True,7.65,1985.0,True
Chile,1992,13572994.0,Americas,74.126,7596.125964,1.63,True,0.819,0.752,2.0,True,8.36,1990.0,True
Chile,1997,14599929.0,Americas,75.816,10118.05318,1.22,True,0.853,0.786,3.0,True,8.78,1995.0,True
Chile,2002,15497046.0,Americas,77.86,10778.78385,0.98,True,0.879,0.815,3.0,True,9.07,2000.0,True
Chile,2007,16284741.0,Americas,78.553,13171.63885,0.89,True,0.893,0.842,3.0,True,9.67,2005.0,True
China,1952,556263528.0,Asia,44.0,400.4486107,,True,0.075,0.03,0.0,True,1.61,1950.0,True
China,1957,637408000.0,Asia,50.54896,575.9870009,,True,0.07,0.035,0.0,True,1.96,1955.0,True
China,1962,665770000.0,Asia,44.50136,487.6740183,16.78,True,0.07,0.035,0.0,True,2.51,1960.0,True
China,1967,754550000.0,Asia,58.38112,612.7056934,,True,0.071,0.033,0.0,True,3.11,1965.0,True
China,1972,862030000.0,Asia,63.11888,676.9000921,10.08,True,0.068,0.033,0.0,True,3.82,1970.0,True
China,1977,943455000.0,Asia,63.96736,741.2374699,7.42,True,0.069,0.035,0.0,True,4.48,1975.0,True
China,1982,1000281000.0,Asia,65.525,962.4213805,5.77,True,0.098,0.064,0.0,True,5.31,1980.0,True
China,1987,1084035000.0,Asia,67.274,1378.904018,5.38,True,0.104,0.065,0.0,True,5.72,1985.0,True
China,1992,1164970000.0,Asia,68.69,1655.784158,5.21,True,0.097,0.063,0.0,True,6.04,1990.0,True
China,1997,1230075000.0,Asia,70.426,2289.234136,4.35,True,0.102,0.067,0.0,True,6.79,1995.0,True
China,2002,1280400000.0,Asia,72.028,3119.280896,3.14,True,0.102,0.071,0.0,True,7.38,2000.0,True
China,2007,1318683096.0,Asia,72.961,4959.114854,2.01,True,0.094,0.054,0.0,True,7.69,2005.0,True
Colombia,1952,12350771.0,Americas,50.643,2144.115096,17.82,True,0.177,0.123,1.0,True,2.33,1950.0,True
Colombia,1957,14485993.0,Americas,55.118,2323.805581,15.05,True,0.1,0.103,1.0,True,2.68,1955.0,True
Colombia,1962,17009885.0,Americas,57.863,2492.351109,12.7,True,0.356,0.252,1.0,True,3.05,1960.0,True
Colombia,1967,19764027.0,Americas,59.963,2678.729839,10.83,True,0.355,0.251,1.0,True,3.42,1965.0,True
Colombia,1972,22542890.0,Americas,61.623,3264.660041,9.03,True,0.371,0.262,1.0,True,3.91,1970.0,True
Colombia,1977,25094412.0,Americas,63.837,3815.80787,7.03,True,0.449,0.307,1.0,True,4.36,1975.0,True
Colombia,1982,27764644.0,Americas,66.653,4397.575659,5.21,True,0.411,0.28,1.0,True,4.89,1980.0,True
Colombia,1987,30964245.0,Americas,67.768,4903.2191,4.01,True,0.448,0.311,1.0,True,5.49,1985.0,True
Colombia,1992,34202721.0,Americas,68.421,5444.648617,3.33,True,0.557,0.429,2.0,True,5.99,1990.0,True
Colombia,1997,37657830.0,Americas,70.313,6117.361746,2.78,True,0.554,0.43,2.0,True,6.47,1995.0,True
Colombia,2002,41008227.0,Americas,71.682,5755.259962,2.35,True,0.538,0.422,2.0,True,6.9,2000.0,True
Colombia,2007,44227550.0,Americas,72.889,7006.580419,2.01,True,0.589,0.468,2.0,True,7.06,2005.0,True
Comoros,1952,153936.0,Africa,40.715,1102.990936,,True,0.067,0.051,0.0,True,,,False
Comoros,1957,170928.0,Africa,42.46,1211.148548,,True,0.117,0.058,0.0,True,,,False
Comoros,1962,191689.0,Africa,44.467,1406.648278,,True,0.118,0.059,0.0,True,,,False
Comoros,1967,217378.0,Africa,46.472,1876.029643,,True,0.12,0.06,0.0,True,,,False
Comoros,1972,250027.0,Africa,48.944,1937.577675,22.0,True,0.124,0.075,0.0,True,,,False
Comoros,1977,304739.0,Africa,50.939,1172.603047,19.1,True,0.169,0.101,1.0,True,,,False
Comoros,1982,348643.0,Africa,52.933,1267.100083,16.18,True,0.21,0.095,0.0,True,,,False
Comoros,1987,395114.0,Africa,54.926,1315.980812,13.49,True,0.206,0.096,0.0,True,,,False
Comoros,1992,454429.0,Africa,57.939,1246.90737,11.11,True,0.42,0.214,1.0,True,,,False
Comoros,1997,527982.0,Africa,60.66,1173.618235,9.0,True,0.438,0.219,1.0,True,,,False
Comoros,2002,614382.0,Africa,62.974,1075.811558,7.38,True,0.327,0.142,1.0,True,,,False
Comoros,2007,710960.0,Africa,65.152,986.1478792,6.12,True,0.447,0.258,1.0,True,,,False
"Congo, Dem. Rep.",1952,14100005.0,Africa,39.143,780.5423257,,True,0.01,0.043,0.0,True,0.58,1950.0,True
"Congo, Dem. Rep.",1957,15577932.0,Africa,40.652,905.8602303,,True,0.024,0.044,0.0,True,0.65,1955.0,True
"Congo, Dem. Rep.",1962,17486434.0,Africa,42.122,896.3146335,,True,0.287,0.162,1.0,True,0.81,1960.0,True
"Congo, Dem. Rep.",1967,19941073.0,Africa,44.056,861.5932424,,True,0.106,0.042,0.0,True,0.99,1965.0,True
"Congo, Dem. Rep.",1972,23007669.0,Africa,45.989,904.8960685,23.77,True,0.148,0.033,0.0,True,1.23,1970.0,True
"Congo, Dem. Rep.",1977,26480870.0,Africa,47.804,795.757282,21.82,True,0.147,0.032,0.0,True,1.55,1975.0,True
"Congo, Dem. Rep.",1982,30646495.0,Africa,47.784,673.7478181,20.0,True,0.15,0.034,0.0,True,2.06,1980.0,True
"Congo, Dem. Rep.",1987,35481645.0,Africa,47.412,672.774812,18.71,True,0.151,0.034,0.0,True,2.75,1985.0,True
"Congo, Dem. Rep.",1992,41672143.0,Africa,45.548,457.7191807,17.54,True,0.203,0.057,0.0,True,3.18,1990.0,True
"Congo, Dem. Rep.",1997,47798986.0,Africa,42.587,312.188423,20.68,True,0.128,0.027,0.0,True,3.37,1995.0,True
"Congo, Dem. Rep.",2002,55379852.0,Africa,44.966,241.1658765,17.22,True,0.165,0.056,0.0,True,3.37,2000.0,True
"Congo, Dem. Rep.",2007,64606759.0,Africa,46.462,277.5518587,11.38,True,0.365,0.151,1.0,True,3.49,2005.0,True
"Congo, Rep.",1952,854885.0,Africa,42.111,2125.621418,26.28,True,0.106,0.101,0.0,True,0.79,1950.0,True
"Congo, Rep.",1957,940458.0,Africa,45.053,2315.056572,21.91,True,0.178,0.118,1.0,True,0.97,1955.0,True
"Congo, Rep.",1962,1047924.0,Africa,48.435,2464.783157,17.92,True,0.291,0.191,1.0,True,1.14,1960.0,True
"Congo, Rep.",1967,1179760.0,Africa,52.04,2677.939642,15.01,True,0.132,0.093,0.0,True,1.57,1965.0,True
"Congo, Rep.",1972,1340458.0,Africa,54.907,3213.152683,12.97,True,0.087,0.024,0.0,True,2.09,1970.0,True
"Congo, Rep.",1977,1536769.0,Africa,55.625,3259.178978,11.47,True,0.09,0.024,0.0,True,3.28,1975.0,True
"Congo, Rep.",1982,1774735.0,Africa,56.695,4879.507522,10.2,True,0.114,0.033,0.0,True,4.17,1980.0,True
"Congo, Rep.",1987,2064095.0,Africa,57.47,4201.194937,9.14,True,0.113,0.033,0.0,True,4.97,1985.0,True
"Congo, Rep.",1992,2409073.0,Africa,56.433,4016.239529,9.53,True,0.335,0.196,1.0,True,5.37,1990.0,True
"Congo, Rep.",1997,2800947.0,Africa,52.962,3484.164376,11.1,True,0.246,0.069,1.0,True,5.62,1995.0,True
"Congo, Rep.",2002,3328795.0,Africa,52.97,3484.06197,10.46,True,0.208,0.088,1.0,True,5.67,2000.0,True
"Congo, Rep.",2007,3800610.0,Africa,55.322,3632.557798,7.39,True,0.255,0.099,1.0,True,5.77,2005.0,True
Costa Rica,1952,926317.0,Americas,57.206,2627.009471,12.87,True,0.58,0.502,2.0,True,3.55,1950.0,True
Costa Rica,1957,1112300.0,Americas,60.026,2990.010802,11.18,True,0.724,0.627,2.0,True,3.76,1955.0,True
Costa Rica,1962,1345187.0,Americas,62.842,3460.937025,9.28,True,0.724,0.637,2.0,True,3.89,1960.0,True
Costa Rica,1967,1588717.0,Americas,65.424,4161.727834,8.48,True,0.728,0.639,2.0,True,4.12,1965.0,True
Costa Rica,1972,1834796.0,Americas,67.849,5118.146939,6.45,True,0.747,0.661,2.0,True,3.94,1970.0,True
Costa Rica,1977,2108457.0,Americas,70.75,5926.876967,3.38,True,0.81,0.721,2.0,True,5.15,1975.0,True
Costa Rica,1982,2424367.0,Americas,73.45,5262.734751,2.29,True,0.862,0.782,2.0,True,6.11,1980.0,True
Costa Rica,1987,2799811.0,Americas,74.752,5629.915318,2.0,True,0.868,0.795,2.0,True,6.7,1985.0,True
Costa Rica,1992,3173216.0,Americas,75.713,6160.416317,1.57,True,0.895,0.843,3.0,True,7.11,1990.0,True
Costa Rica,1997,3518107.0,Americas,77.26,6677.045314,1.45,True,0.897,0.839,3.0,True,7.42,1995.0,True
Costa Rica,2002,3834934.0,Americas,78.123,7723.447195,1.22,True,0.896,0.846,3.0,True,7.7,2000.0,True
Costa Rica,2007,4133884.0,Americas,78.782,9645.06142,1.11,True,0.908,0.855,3.0,True,8.12,2005.0,True
Cote d'Ivoire,1952,2977019.0,Africa,40.477,1388.594732,,True,0.114,0.085,0.0,True,0.84,1950.0,True
Cote d'Ivoire,1957,3300000.0,Africa,42.469,1500.895925,34.45,True,0.151,0.093,0.0,True,0.88,1955.0,True
Cote d'Ivoire,1962,3832408.0,Africa,44.93,1728.869428,30.35,True,0.188,0.147,1.0,True,0.96,1960.0,True
Cote d'Ivoire,1967,4744870.0,Africa,47.35,2052.050473,26.69,True,0.175,0.142,0.0,True,1.06,1965.0,True
Cote d'Ivoire,1972,6071696.0,Africa,49.801,2378.201111,23.01,True,0.174,0.144,0.0,True,1.29,1970.0,True
Cote d'Ivoire,1977,7459574.0,Africa,52.374,2517.736547,18.84,True,0.174,0.144,0.0,True,1.71,1975.0,True
Cote d'Ivoire,1982,9025951.0,Africa,53.983,2602.710169,16.18,True,0.174,0.144,0.0,True,2.06,1980.0,True
Cote d'Ivoire,1987,10761098.0,Africa,54.655,2156.956069,15.29,True,0.177,0.145,1.0,True,2.37,1985.0,True
Cote d'Ivoire,1992,12772596.0,Africa,52.044,1648.073791,15.42,True,0.312,0.201,1.0,True,2.69,1990.0,True
Cote d'Ivoire,1997,14625967.0,Africa,47.991,1786.265407,14.89,True,0.398,0.252,1.0,True,3.3,1995.0,True
Cote d'Ivoire,2002,16252726.0,Africa,46.832,1648.800823,13.31,True,0.448,0.306,1.0,True,3.87,2000.0,True
Cote d'Ivoire,2007,18013409.0,Africa,48.328,1544.750112,11.35,True,0.436,0.299,1.0,True,4.26,2005.0,True
Croatia,1952,3882229.0,Europe,61.21,3119.23652,,True,,,,True,5.66,1950.0,True
Croatia,1957,3991242.0,Europe,64.77,4338.231617,,True,,,,True,6.0,1955.0,True
Croatia,1962,4076557.0,Europe,67.13,5477.890018,,True,,,,True,6.41,1960.0,True
Croatia,1967,4174366.0,Europe,68.5,6960.297861,,True,,,,True,6.63,1965.0,True
Croatia,1972,4225310.0,Europe,69.61,9164.090127,,True,,,,True,7.06,1970.0,True
Croatia,1977,4318673.0,Europe,70.64,11305.38517,,True,,,,True,7.63,1975.0,True
Croatia,1982,4413368.0,Europe,70.46,13221.82184,2.1,True,,,,True,8.04,1980.0,True
Croatia,1987,4484310.0,Europe,71.52,13822.58394,1.58,True,,,,True,8.44,1985.0,True
Croatia,1992,4494013.0,Europe,72.527,8447.794873,1.15,True,0.3,0.176,1.0,True,8.57,1990.0,True
Croatia,1997,4444595.0,Europe,73.68,9875.604515,0.93,True,0.422,0.259,1.0,True,9.08,1995.0,True
Croatia,2002,4481020.0,Europe,74.876,11628.38895,0.77,True,0.771,0.627,2.0,True,9.71,2000.0,True
Croatia,2007,4493312.0,Europe,75.748,14619.22272,0.62,True,0.787,0.642,2.0,True,10.58,2005.0,True
Cuba,1952,6007797.0,Americas,59.421,5586.53878,4.83,True,0.256,0.197,1.0,True,3.49,1950.0,True
Cuba,1957,6640752.0,Americas,62.325,6092.174359,4.69,True,0.279,0.14,1.0,True,3.57,1955.0,True
Cuba,1962,7254373.0,Americas,65.246,5180.75591,4.45,True,0.069,0.024,0.0,True,3.99,1960.0,True
Cuba,1967,8139332.0,Americas,68.29,5690.268015,4.21,True,0.069,0.024,0.0,True,4.49,1965.0,True
Cuba,1972,8831348.0,Americas,70.723,5305.445256,3.48,True,0.069,0.024,0.0,True,5.3,1970.0,True
Cuba,1977,9537988.0,Americas,72.649,6380.494966,2.62,True,0.069,0.033,0.0,True,6.23,1975.0,True
Cuba,1982,9789224.0,Americas,73.717,7316.918107,2.0,True,0.071,0.032,0.0,True,8.06,1980.0,True
Cuba,1987,10239839.0,Americas,74.174,7532.924763,1.57,True,0.071,0.032,0.0,True,8.09,1985.0,True
Cuba,1992,10723260.0,Americas,74.414,5592.843963,1.22,True,0.071,0.033,0.0,True,8.54,1990.0,True
Cuba,1997,10983007.0,Americas,76.151,5431.990415,0.97,True,0.108,0.038,0.0,True,8.8,1995.0,True
Cuba,2002,11226999.0,Americas,77.158,6340.646683,0.79,True,0.114,0.042,0.0,True,8.91,2000.0,True
Cuba,2007,11416987.0,Americas,78.273,8948.102923,0.66,True,0.114,0.041,0.0,True,9.51,2005.0,True
Czech Republic,1952,9125183.0,Europe,66.87,6876.14025,5.13,True,0.187,0.034,0.0,True,8.1,1950.0,True
Czech Republic,1957,9513758.0,Europe,69.03,8256.343918,2.85,True,0.139,0.036,0.0,True,8.24,1955.0,True
Czech Republic,1962,9620282.0,Europe,69.9,10136.86713,2.42,True,0.195,0.053,0.0,True,8.35,1960.0,True
Czech Republic,1967,9835109.0,Europe,70.38,11399.44489,2.48,True,0.205,0.057,0.0,True,8.97,1965.0,True
Czech Republic,1972,9862158.0,Europe,70.29,13108.4536,2.34,True,0.131,0.045,0.0,True,9.56,1970.0,True
Czech Republic,1977,10161915.0,Europe,70.71,14800.16062,1.99,True,0.196,0.057,0.0,True,9.94,1975.0,True
Czech Republic,1982,10303704.0,Europe,70.96,15377.22855,1.52,True,0.195,0.057,0.0,True,10.21,1980.0,True
Czech Republic,1987,10311597.0,Europe,71.58,16310.4434,1.34,True,0.197,0.058,0.0,True,10.43,1985.0,True
Czech Republic,1992,10315702.0,Europe,72.4,14297.02122,1.1,True,0.888,0.808,3.0,True,10.83,1990.0,True
Czech Republic,1997,10300707.0,Europe,74.01,16048.51424,0.69,True,0.896,0.824,3.0,True,11.99,1995.0,True
Czech Republic,2002,10256295.0,Europe,75.51,17596.21022,0.5,True,0.888,0.813,3.0,True,12.69,2000.0,True
Czech Republic,2007,10228744.0,Europe,76.486,22833.30851,0.39,True,0.902,0.83,3.0,True,12.73,2005.0,True
Denmark,1952,4334000.0,Europe,70.78,9692.385245,3.26,True,0.906,0.87,3.0,True,5.51,1950.0,True
Denmark,1957,4487831.0,Europe,71.81,11099.65935,2.7,True,0.904,0.873,3.0,True,4.6,1955.0,True
Denmark,1962,4646899.0,Europe,72.35,13583.31351,2.38,True,0.905,0.875,3.0,True,5.06,1960.0,True
Denmark,1967,4838800.0,Europe,72.96,15937.21123,1.9,True,0.907,0.879,3.0,True,5.72,1965.0,True
Denmark,1972,4991596.0,Europe,73.47,18866.20721,1.49,True,0.91,0.882,3.0,True,6.78,1970.0,True
Denmark,1977,5088419.0,Europe,74.69,20422.9015,1.11,True,0.907,0.879,3.0,True,7.46,1975.0,True
Denmark,1982,5117810.0,Europe,74.63,21688.04048,0.96,True,0.907,0.88,3.0,True,8.14,1980.0,True
Denmark,1987,5127024.0,Europe,74.8,25116.17581,0.97,True,0.909,0.881,3.0,True,8.77,1985.0,True
Denmark,1992,5171393.0,Europe,75.33,26406.73985,0.79,True,0.908,0.88,3.0,True,9.35,1990.0,True
Denmark,1997,5283663.0,Europe,76.11,29804.34567,0.6,True,0.911,0.883,3.0,True,10.04,1995.0,True
Denmark,2002,5374693.0,Europe,77.18,32166.50006,0.54,True,0.91,0.883,3.0,True,10.77,2000.0,True
Denmark,2007,5468120.0,Europe,78.332,35278.41874,0.45,True,0.923,0.897,3.0,True,11.1,2005.0,True
Djibouti,1952,63149.0,Africa,34.812,2669.529475,,True,0.054,0.028,0.0,True,,,False
Djibouti,1957,71851.0,Africa,37.328,2864.969076,,True,0.102,0.033,0.0,True,,,False
Djibouti,1962,89898.0,Africa,39.693,3020.989263,,True,0.103,0.033,0.0,True,,,False
Djibouti,1967,127617.0,Africa,42.074,3020.050513,,True,0.103,0.032,0.0,True,,,False
Djibouti,1972,178848.0,Africa,44.366,3694.212352,,True,0.1,0.031,0.0,True,,,False
Djibouti,1977,228694.0,Africa,46.519,3081.761022,16.45,True,0.132,0.047,1.0,True,,,False
Djibouti,1982,305991.0,Africa,48.812,2879.468067,14.27,True,0.179,0.084,0.0,True,,,False
Djibouti,1987,311025.0,Africa,50.04,2880.102568,12.38,True,0.18,0.084,1.0,True,,,False
Djibouti,1992,384156.0,Africa,51.604,2377.156192,11.13,True,0.227,0.105,1.0,True,,,False
Djibouti,1997,417908.0,Africa,53.157,1895.016984,10.4,True,0.24,0.11,1.0,True,,,False
Djibouti,2002,447416.0,Africa,53.373,1908.260867,9.4,True,0.266,0.121,1.0,True,,,False
Djibouti,2007,496374.0,Africa,54.791,2082.481567,8.23,True,0.244,0.115,1.0,True,,,False
Dominican Republic,1952,2491346.0,Americas,45.928,1397.717137,14.64,True,0.15,0.031,0.0,True,2.52,1950.0,True
Dominican Republic,1957,2923186.0,Americas,49.828,1544.402995,14.89,True,0.15,0.031,0.0,True,2.57,1955.0,True
Dominican Republic,1962,3453434.0,Americas,53.459,1662.137359,14.54,True,0.171,0.067,1.0,True,2.76,1960.0,True
Dominican Republic,1967,4049146.0,Americas,56.751,1653.723003,13.29,True,0.264,0.08,1.0,True,3.09,1965.0,True
Dominican Republic,1972,4671329.0,Americas,59.631,2189.874499,11.68,True,0.267,0.083,1.0,True,3.63,1970.0,True
Dominican Republic,1977,5302800.0,Americas,61.788,2681.9889,9.71,True,0.272,0.086,1.0,True,4.19,1975.0,True
Dominican Republic,1982,5968349.0,Americas,63.727,2861.092386,8.05,True,0.502,0.288,2.0,True,4.87,1980.0,True
Dominican Republic,1987,6655297.0,Americas,66.046,2899.842175,6.67,True,0.508,0.247,2.0,True,5.4,1985.0,True
Dominican Republic,1992,7351181.0,Americas,68.457,3044.214214,5.44,True,0.424,0.215,1.0,True,6.0,1990.0,True
Dominican Republic,1997,7992357.0,Americas,69.957,3614.101285,4.38,True,0.614,0.331,2.0,True,6.32,1995.0,True
Dominican Republic,2002,8650322.0,Americas,70.847,4563.808154,3.77,True,0.66,0.35,2.0,True,6.72,2000.0,True
Dominican Republic,2007,9319622.0,Americas,72.235,6025.374752,3.53,True,0.635,0.344,2.0,True,7.2,2005.0,True
Ecuador,1952,3548753.0,Americas,48.357,3522.110717,,True,0.356,0.18,1.0,True,2.55,1950.0,True
Ecuador,1957,4058385.0,Americas,51.356,3780.546651,19.45,True,0.373,0.187,1.0,True,2.87,1955.0,True
Ecuador,1962,4681707.0,Americas,54.64,4086.114078,16.55,True,0.368,0.186,1.0,True,3.22,1960.0,True
Ecuador,1967,5432424.0,Americas,56.678,4579.074215,14.54,True,0.181,0.125,0.0,True,3.9,1965.0,True
Ecuador,1972,6298651.0,Americas,58.796,5280.99471,12.92,True,0.175,0.075,0.0,True,4.42,1970.0,True
Ecuador,1977,7278866.0,Americas,61.31,6679.62326,10.44,True,0.148,0.07,0.0,True,4.92,1975.0,True
Ecuador,1982,8365850.0,Americas,64.342,7213.791267,8.21,True,0.685,0.441,2.0,True,6.15,1980.0,True
Ecuador,1987,9545158.0,Americas,67.231,6481.776993,6.24,True,0.677,0.41,2.0,True,6.56,1985.0,True
Ecuador,1992,10748394.0,Americas,69.613,7103.702595,4.84,True,0.718,0.472,2.0,True,7.0,1990.0,True
Ecuador,1997,11911819.0,Americas,72.312,7429.455877,3.56,True,0.703,0.459,2.0,True,7.1,1995.0,True
Ecuador,2002,12921234.0,Americas,74.173,5773.044512,2.66,True,0.691,0.455,2.0,True,7.1,2000.0,True
Ecuador,2007,13755680.0,Americas,74.994,6873.262326,2.18,True,0.671,0.409,2.0,True,7.37,2005.0,True
Egypt,1952,22223309.0,Africa,41.893,1418.822445,,True,0.15,0.179,1.0,True,0.52,1950.0,True
Egypt,1957,25009741.0,Africa,44.444,1458.915272,35.43,True,0.168,0.139,0.0,True,0.67,1955.0,True
Egypt,1962,28173309.0,Africa,46.992,1693.335853,30.34,True,0.126,0.1,0.0,True,0.81,1960.0,True
Egypt,1967,31681188.0,Africa,49.293,1814.880728,26.25,True,0.182,0.143,0.0,True,1.04,1965.0,True
Egypt,1972,34807417.0,Africa,51.137,2024.008147,24.15,True,0.197,0.165,0.0,True,1.31,1970.0,True
Egypt,1977,38783863.0,Africa,53.319,2785.493582,19.97,True,0.209,0.165,1.0,True,1.69,1975.0,True
Egypt,1982,45681811.0,Africa,56.006,3503.729636,14.99,True,0.216,0.174,1.0,True,2.65,1980.0,True
Egypt,1987,52799062.0,Africa,59.797,3885.46071,10.29,True,0.219,0.173,1.0,True,3.76,1985.0,True
Egypt,1992,59402198.0,Africa,63.674,3794.755195,7.75,True,0.211,0.162,1.0,True,4.41,1990.0,True
Egypt,1997,66134291.0,Africa,67.217,4173.181797,5.69,True,0.214,0.16,1.0,True,5.12,1995.0,True
Egypt,2002,73312559.0,Africa,69.806,4754.604414,4.25,True,0.208,0.154,1.0,True,6.03,2000.0,True
Egypt,2007,80264543.0,Africa,71.338,5581.180998,3.42,True,0.214,0.156,1.0,True,6.66,2005.0,True
El Salvador,1952,2042865.0,Americas,45.262,3048.3029,,True,0.183,0.067,0.0,True,1.53,1950.0,True
El Salvador,1957,2355805.0,Americas,48.57,3421.523218,21.42,True,0.179,0.066,1.0,True,1.68,1955.0,True
El Salvador,1962,2747687.0,Americas,52.307,3776.803627,19.24,True,0.157,0.061,1.0,True,1.97,1960.0,True
El Salvador,1967,3232927.0,Americas,55.855,4358.595393,17.12,True,0.193,0.067,1.0,True,2.36,1965.0,True
El Salvador,1972,3790903.0,Americas,58.207,4520.246008,14.97,True,0.182,0.061,1.0,True,2.83,1970.0,True
El Salvador,1977,4282586.0,Americas,56.696,5138.922374,12.39,True,0.173,0.055,1.0,True,3.24,1975.0,True
El Salvador,1982,4474873.0,Americas,56.604,4098.344175,9.58,True,0.129,0.047,0.0,True,3.59,1980.0,True
El Salvador,1987,4842194.0,Americas,63.154,4140.442097,7.08,True,0.199,0.079,1.0,True,4.25,1985.0,True
